Name_GeneSymbol,female
SRC,-0.02456287805608623
XPO7,0.02054275851900009
PIN1,0.1036499758266176
NGRN,0.13491408754386908
CSRP1,0.10362746278406576
FCHO1,0.2881820761361726
SLC35F2,-0.3963396320879315
AMDHD2,-0.02748059136685063
PPP2R3C,0.1254274663394302
PNP,0.7087825881258589
DUSP22,0.20079050500261267
SLC25A46,0.17816882792431044
CAMSAP2,0.02804993947702008
ZNF589,-0.08139297674686469
SMNDC1,0.29821783713787325
MAN2B1,0.01101448380227025
FHL2,0.01920727156610084
HYOU1,-0.02198010729390625
MBOAT7,0.18689429637110608
MKNK1,0.06512724569555238
ICAM3,0.2130485792832572
P4HTM,0.04842641221847686
CBLB,-8.250487022607172e-4
NFE2L2,0.08350591223633906
RAB11FIP2,0.04132167650557501
SLC35A1,0.04742852023140238
GNAI1,0.2976106374057204
HPRT1,0.19419756232298677
PLCB3,-0.4121368372030608
ALDH7A1,-0.3278770134641641
EPN2,-0.11095367037963012
APP,0.0530700709687954
SMARCA4,-0.0988025840410086
TIMM22,0.09324195046814364
TIMP2,0.12339492306619058
PLA2G15,0.3998195725923595
RPA3,0.3122820206709824
NR2F6,0.10353545598333214
YTHDF1,0.27414928400745386
PPP1R13B,-0.06880836870835244
KLHL9,0.00217430050007955
COG7,-0.08382323508865556
TIMM9,0.37482963242776207
HS2ST1,0.0964931485598568
HIST2H2BE,0.15624038876324364
GOLT1B,0.1565537478713725
HADH,-0.0024318712010347
SSBP2,0.15073115996635256
VPS28,0.01095895339651467
RPN1,-0.1635628091660775
MAST2,-0.20307424145629743
WRB,0.1766239657362516
SUPV3L1,0.1501133716426212
NMT1,0.18002002754280866
CCNA2,-0.20944571314976929
PIK3R3,0.3612131223572481
ABL1,0.03078684926003095
TOPBP1,-0.01385250925225773
IFNAR1,0.25783022253502075
CDC20,-1.942041232936118
MEST,0.02131286059533747
LSM5,0.08214411942492673
CDK4,0.10763953211643948
S100A4,-0.22284459880466348
YKT6,0.05184278882518443
HLA-DMA,0.2806142033230278
PHKG2,0.09151131111180068
PPARD,0.0189417699326256
DNAJA3,0.15412394249779754
CASP3,-0.13570783373646866
NUDT9,0.15828868821076514
CTSD,0.20094845266815536
TMEM2,0.03825003618522842
WDTC1,-0.00388195292345094
MOK,-0.11483873121791932
EAPP,0.2351845560794583
FAH,-0.29714519121771765
KIAA0100,0.03386984898605121
CETN3,0.00586221794888792
