"","Term","Overlap","P-value","Adjusted P-value","Old P-value","Old Adjusted P-value","Odds Ratio","Combined Score","Genes","Source_Sheet","Source_DB"
"1","Photodynamic therapy-induced HIF-1 survival signaling WP3614","4/37","1.2401553647179135E-9","2.5139762535348211E-8","0","0","483.83030303030301","9922.4059683837877","LDHA;SLC16A1;SLC2A1;SLC2A3","Lactate-Shuttle","wikipathways"
"2","Metabolic reprogramming in colon cancer WP4290","4/42","2.0996752377108788E-9","2.5139762535348211E-8","0","0","420.06315789473683","8393.4849126215595","LDHA;SLC2A1;SLC16A3;GLS","Lactate-Shuttle","wikipathways"
"3","Glycolysis and Gluconeogenesis WP534","4/45","2.7933069483720234E-9","2.5139762535348211E-8","0","0","389.26829268292681","7667.0437298393008","LDHB;LDHA;SLC2A1;SLC2A3","Lactate-Shuttle","wikipathways"
"4","Ketogenesis and Ketolysis WP4742","2/8","5.0328413188770481E-6","2.717734312193606E-5","0","0","951.66666666666663","11609.882108963659","SLC16A1;SLC2A1","Lactate-Shuttle","wikipathways"
"5","HIF1A and PPARG regulation of glycolysis WP2456","2/8","5.0328413188770481E-6","2.717734312193606E-5","0","0","951.66666666666663","11609.882108963659","LDHA;SLC2A1","Lactate-Shuttle","wikipathways"
"6","Pathways in clear cell renal cell carcinoma WP4018","3/85","6.109106988779887E-6","2.7490981449509492E-5","0","0","121.39634146341463","1457.4516926667498","LDHB;LDHA;SLC2A1","Lactate-Shuttle","wikipathways"
"7","Amino Acid metabolism WP3925","3/91","7.503927853888881E-6","2.8943721722142828E-5","0","0","113.08522727272727","1334.4151765285446","LDHA;GLUL;GLS","Lactate-Shuttle","wikipathways"
"8","Computational Model of Aerobic Glycolysis WP4629","2/12","1.1852169299324696E-5","4.0001071385220847E-5","0","0","570.88571428571424","6475.556453852173","LDHA;SLC2A1","Lactate-Shuttle","wikipathways"
"9","Cori Cycle WP1946","2/17","2.4394349832130377E-5","7.3183049496391137E-5","0","0","380.49523809523811","4041.3004289208102","LDHA;SLC2A1","Lactate-Shuttle","wikipathways"
"10","Hereditary leiomyomatosis and renal cell carcinoma pathway WP4206","2/20","3.4056598001324132E-5","9.1952814603575163E-5","0","0","317.03174603174602","3261.459893047559","LDHA;SLC2A1","Lactate-Shuttle","wikipathways"
"11","PI3K/AKT/mTOR - VitD3 signaling WP4141","2/22","4.1386405906523752E-5","1.0158481449783103E-4","0","0","285.3","2879.4068233054322","LDHA;SLC2A3","Lactate-Shuttle","wikipathways"
"12","NRF2 pathway WP2884","2/146","1.8423520433626748E-3","4.1452920975660178E-3","0","0","39.378968253968253","247.9580313732076","SLC2A1;SLC2A3","Lactate-Shuttle","wikipathways"
"13","Glycolysis in senescence WP5049","1/11","4.9400429229450454E-3","1.0260089147655095E-2","0","0","249.76249999999999","1326.3340991921912","LDHA","Lactate-Shuttle","wikipathways"
