"","Term","Overlap","P-value","Adjusted P-value","Old P-value","Old Adjusted P-value","Odds Ratio","Combined Score","Genes","Source_Sheet","Source_DB"
"1","Glycolysis and gluconeogenesis","16/75","4.6381166852004003E-39","2.2726771757481962E-37","0","0","5403.1186440677966","476914.42706907785","TPI1;PKLR;ENO1;ENO2;HK2;HK1;PFKL;PKM;PGK1;PGAM4;PGK2;ALDOB;ALDOA;PFKM;GAPDH;PGM1","Gluconeogenesis","bioplanet"
"2","Glycolysis","11/27","3.1333078720506259E-29","7.6766042865240335E-28","0","0","2287.8854166666665","150160.5053959935","PFKL;TPI1;PKLR;PGK1;ENO1;ALDOB;ENO2;ALDOA;PFKM;GAPDH;HK1","Gluconeogenesis","bioplanet"
"3","Glucose metabolism","11/61","9.9600104992742193E-25","1.6268017148814556E-23","0","0","730.87666666666667","40392.66581848239","PFKL;TPI1;PKLR;PGK1;ENO1;ALDOB;ENO2;ALDOA;PFKM;GAPDH;PGM1","Gluconeogenesis","bioplanet"
"4","Carbohydrate metabolism","13/235","1.3287791750207431E-22","1.6277544894004103E-21","0","0","289.29391891891891","14572.490169279799","TPI1;PKLR;ENO1;ENO2;HK2;HK1;PFKL;PGK1;ALDOB;ALDOA;PFKM;GAPDH;PGM1","Gluconeogenesis","bioplanet"
"5","Metabolism","16/1615","4.7936581487008003E-17","4.6977849857267845E-16","0","0","183.95497185741087","6912.4121001493386","TPI1;PKLR;ENO1;ENO2;HK2;HK1;PFKL;PKM;PGK1;PGAM4;PGK2;ALDOB;ALDOA;PFKM;GAPDH;PGM1","Gluconeogenesis","bioplanet"
"6","Gluconeogenesis","7/31","1.9934330232301255E-16","1.5051878279702212E-15","0","0","582.13750000000005","21045.14569304619","TPI1;PGK1;ENO1;ALDOB;ENO2;ALDOA;GAPDH","Gluconeogenesis","bioplanet"
"7","HIF-1 transcriptional activity in hypoxia","8/66","2.1502683256717446E-16","1.5051878279702212E-15","0","0","305.36398467432952","11016.240526505262","PFKL;PKM;PGK1;ENO1;ALDOA;HK2;PGM1;HK1","Gluconeogenesis","bioplanet"
"8","Fructose and mannose metabolism","7/34","4.0729311491749796E-16","2.494670328869675E-15","0","0","517.37777777777774","18334.315567942351","PFKL;TPI1;ALDOB;ALDOA;PFKM;HK2;HK1","Gluconeogenesis","bioplanet"
"9","Galactose metabolism","5/26","1.5107764196333078E-11","8.2253382846702322E-11","0","0","396.07142857142856","9868.4413792308442","PFKL;PFKM;HK2;PGM1;HK1","Gluconeogenesis","bioplanet"
"10","Pentose phosphate pathway","5/27","1.8532157768857895E-11","9.0807573067403687E-11","0","0","378.04924242424244","9342.1690089020194","PFKL;ALDOB;ALDOA;PFKM;PGM1","Gluconeogenesis","bioplanet"
"11","Type 2 diabetes mellitus","4/50","8.0285871100463604E-8","3.576370621747924E-7","0","0","133.35785953177256","2178.7569920435021","PKM;PKLR;HK2;HK1","Gluconeogenesis","bioplanet"
"12","Starch and sucrose metabolism","4/53","1.0192400585928009E-7","4.1618969059206032E-7","0","0","125.17425431711146","2015.1851196746893","HK2;PGM2L1;PGM1;HK1","Gluconeogenesis","bioplanet"
"13","Insulin signaling pathway","5/277","2.6539676267193902E-6","1.0003416439173085E-5","0","0","30.194546568627452","387.68151647975787","PFKL;PKLR;PFKM;HK2;HK1","Gluconeogenesis","bioplanet"
"14","Amino sugar and nucleotide sugar metabolism","3/45","7.079575915355642E-6","2.4778515703744749E-5","0","0","101.73979591836735","1206.460671039616","HK2;PGM1;HK1","Gluconeogenesis","bioplanet"
"15","Myc active pathway","3/85","4.8253836016492294E-5","1.5762919765387483E-4","0","0","52.006097560975611","516.89043585451941","ENO1;PFKM;GAPDH","Gluconeogenesis","bioplanet"
"16","Downregulation of MTA-3 in ER-negative breast tumors","2/18","1.0321185160705684E-4","3.1608629554661158E-4","0","0","166.39166666666668","1527.2636618368022","ALDOA;GAPDH","Gluconeogenesis","bioplanet"
"17","Phosphoinositides and their downstream targets","2/25","2.0167031602328324E-4","5.8128502853769875E-4","0","0","115.71014492753623","984.56330900828823","PFKL;PFKM","Gluconeogenesis","bioplanet"
"18","Glucuronidation","2/27","2.357187816910066E-4","6.4167890571440692E-4","0","0","106.44266666666667","889.10187063750948","PGM1;HK1","Gluconeogenesis","bioplanet"
"19","Purine metabolism","3/164","3.3828247884827486E-4","8.7241270860870886E-4","0","0","26.382431233362912","210.83860979752092","PKM;PKLR;PGM1","Gluconeogenesis","bioplanet"
"20","Hexose transport","2/42","5.7390151341791954E-4","1.4060587078739029E-3","0","0","66.476666666666674","496.11887036156423","HK2;HK1","Gluconeogenesis","bioplanet"
"21","HNF3B pathway","2/45","6.5889897816177813E-4","1.537430949044149E-3","0","0","61.829457364341089","452.89708588387782","PKLR;ALDOB","Gluconeogenesis","bioplanet"
"22","Pyruvate metabolism","2/52","8.7944607288811209E-4","1.9587662532507947E-3","0","0","53.154666666666664","374.0078389317888","PKM;PKLR","Gluconeogenesis","bioplanet"
"23","RNA degradation","2/59","1.1308314717929646E-3","2.4091627007763162E-3","0","0","46.610526315789471","316.24319688035297","ENO1;ENO2","Gluconeogenesis","bioplanet"
"24","T cell receptor regulation of apoptosis","4/603","1.423644932353552E-3","2.9066084035551682E-3","0","0","9.9571080005136761","65.264211318323078","PKLR;PGK1;ENO1;GAPDH","Gluconeogenesis","bioplanet"
"25","ChREBP activates metabolic gene expression","1/8","6.7809060200976099E-3","1.2779399807107034E-2","0","0","178.35714285714286","890.65217521593831","PKLR","Gluconeogenesis","bioplanet"
"26","Glycogen biosynthesis","1/8","6.7809060200976099E-3","1.2779399807107034E-2","0","0","178.35714285714286","890.65217521593831","PGM1","Gluconeogenesis","bioplanet"
"27","Glycogen breakdown (glycogenolysis)","1/14","1.183818865932929E-2","2.1484120159523529E-2","0","0","96.009615384615387","425.93942395331476","PGM1","Gluconeogenesis","bioplanet"
"28","Gene expression regulation in pancreatic beta cells","1/20","1.6871234817272356E-2","2.9524660930226623E-2","0","0","65.671052631578945","268.07877156039848","PKLR","Gluconeogenesis","bioplanet"
"29","ChREBP regulation by carbohydrates and cAMP","1/21","1.770772695128657E-2","2.9919952434932482E-2","0","0","62.384374999999999","251.6432336564321","PKLR","Gluconeogenesis","bioplanet"
"30","SLC-mediated transmembrane transport","2/251","1.8845083220295999E-2","3.0780302593150132E-2","0","0","10.567068273092369","41.967145844066721","HK2;HK1","Gluconeogenesis","bioplanet"
"31","FSH regulation of apoptosis","2/263","2.0570870769650317E-2","3.2228222607194976E-2","0","0","10.075095785440613","39.130455404332182","PGK1;HK2","Gluconeogenesis","bioplanet"
"32","Maturity onset diabetes of the young","1/25","2.1047002518984472E-2","3.2228222607194976E-2","0","0","51.9765625","200.68135849118187","PKLR","Gluconeogenesis","bioplanet"
"33","Pancreatic beta-cell development regulation","1/32","2.6865043358944445E-2","3.882073229441621E-2","0","0","40.225806451612904","145.49389961403264","PKLR","Gluconeogenesis","bioplanet"
"34","Oncostatin M","2/311","2.8104246992205362E-2","3.882073229441621E-2","0","0","8.4893203883495154","30.322448086028903","PGK1;HK2","Gluconeogenesis","bioplanet"
"35","Fatty acid beta oxidation","1/34","2.8521354338754766E-2","3.882073229441621E-2","0","0","37.784090909090907","134.40187279306201","TPI1","Gluconeogenesis","bioplanet"
"36","HIF-2-alpha transcription factor network","1/34","2.8521354338754766E-2","3.882073229441621E-2","0","0","37.784090909090907","134.40187279306201","PGK1","Gluconeogenesis","bioplanet"
