"","Term","Overlap","P-value","Adjusted P-value","Old P-value","Old Adjusted P-value","Odds Ratio","Combined Score","Genes","Source_Sheet","Source_DB"
"1","Central carbon metabolism in cancer","5/70","5.6582857688413402E-11","1.5843200152755751E-9","0","0","383.19230769230768","9041.5432225481163","LDHB;LDHA;SLC2A1;SLC16A3;GLS","Gluconeogenesis","kegg"
"2","Glucagon signaling pathway","3/107","1.2215982179498698E-5","1.0343408050986165E-4","0","0","95.61057692307692","1081.6200311583434","LDHB;LDHA;SLC2A1","Gluconeogenesis","kegg"
"3","HIF-1 signaling pathway","3/109","1.2914801711522106E-5","1.0343408050986165E-4","0","0","93.797169811320757","1055.8875424616392","LDHB;LDHA;SLC2A1","Gluconeogenesis","kegg"
"4","Glutamatergic synapse","3/114","1.4776297215694522E-5","1.0343408050986165E-4","0","0","89.549549549549553","996.01362912671402","SLC1A3;GLUL;GLS","Gluconeogenesis","kegg"
"5","Arginine biosynthesis","2/22","4.1386405906523752E-5","2.3176387307653298E-4","0","0","285.3","2879.4068233054322","GLUL;GLS","Gluconeogenesis","kegg"
"6","Propanoate metabolism","2/34","1.0022949748932253E-4","4.6773765495017181E-4","0","0","178.20535714285714","1640.9234871537965","LDHB;LDHA","Gluconeogenesis","kegg"
"7","Alanine, aspartate and glutamate metabolism","2/37","1.1890590002824753E-4","4.7562360011299011E-4","0","0","162.9061224489796","1472.2116476467231","GLUL;GLS","Gluconeogenesis","kegg"
"8","Pyruvate metabolism","2/47","1.9254963508295519E-4","6.7392372279034319E-4","0","0","126.64126984126985","1083.4358946139766","LDHB;LDHA","Gluconeogenesis","kegg"
"9","Cysteine and methionine metabolism","2/50","2.1804660985203623E-4","6.7836723065077943E-4","0","0","118.70833333333333","1000.8064198202925","LDHB;LDHA","Gluconeogenesis","kegg"
"10","Glycolysis / Gluconeogenesis","2/67","3.9199458726740105E-4","1.0975848443487229E-3","0","0","87.586813186813188","687.05395647589478","LDHB;LDHA","Gluconeogenesis","kegg"
"11","GABAergic synapse","2/89","6.9072394340393231E-4","1.7582064013918278E-3","0","0","65.366174055829234","475.72000128280672","GLUL;GLS","Gluconeogenesis","kegg"
"12","D-Glutamine and D-glutamate metabolism","1/5","2.24816055240216E-3","5.24570795560504E-3","0","0","624.59375","3808.5496634307242","GLS","Gluconeogenesis","kegg"
"13","Nitrogen metabolism","1/17","7.6254739654265415E-3","1.6424097771687934E-2","0","0","156.0546875","760.96335515960936","GLUL","Gluconeogenesis","kegg"
"14","Proximal tubule bicarbonate reclamation","1/23","1.0304464378507131E-2","2.0608928757014262E-2","0","0","113.46022727272727","519.10074055447171","GLS","Gluconeogenesis","kegg"
"15","Glyoxylate and dicarboxylate metabolism","1/30","1.3421829479327331E-2","2.5054081694744351E-2","0","0","86.043103448275858","370.92087702683546","GLUL","Gluconeogenesis","kegg"
"16","Adipocytokine signaling pathway","1/69","3.0630795282474307E-2","5.0450721641722387E-2","0","0","36.623161764705884","127.65916393890298","SLC2A1","Gluconeogenesis","kegg"
"17","Renal cell carcinoma","1/69","3.0630795282474307E-2","5.0450721641722387E-2","0","0","36.623161764705884","127.65916393890298","SLC2A1","Gluconeogenesis","kegg"
"18","Synaptic vesicle cycle","1/78","3.4563999521536423E-2","5.3766221477945547E-2","0","0","32.327922077922075","108.78160264941484","SLC1A3","Gluconeogenesis","kegg"
"19","Insulin secretion","1/86","3.8048266007532069E-2","5.5700685941666182E-2","0","0","29.273529411764706","95.692233477225784","SLC2A1","Gluconeogenesis","kegg"
"20","Bile secretion","1/90","3.9786204244047274E-2","5.5700685941666182E-2","0","0","27.952247191011235","90.12461522615385","SLC2A1","Gluconeogenesis","kegg"
"21","Insulin resistance","1/108","4.7572438567341321E-2","6.3429918089788428E-2","0","0","23.228971962616821","70.743873767188688","SLC2A1","Gluconeogenesis","kegg"
"22","Thyroid hormone signaling pathway","1/121","5.3160876149181691E-2","6.765929691714033E-2","0","0","20.698958333333334","60.739697372377059","SLC2A1","Gluconeogenesis","kegg"
"23","Necroptosis","1/159","6.9329571729623105E-2","8.4401217757802044E-2","0","0","15.690664556962025","41.876559557969401","GLUL","Gluconeogenesis","kegg"
"24","Diabetic cardiomyopathy","1/203","8.7744243721952803E-2","0.10236828434227828","0","0","12.245668316831683","29.797740052778707","SLC2A1","Gluconeogenesis","kegg"
"25","Human T-cell leukemia virus 1 infection","1/219","9.4359746489173127E-2","0.10568291606787392","0","0","11.337729357798166","26.764305493233458","SLC2A1","Gluconeogenesis","kegg"
"26","Huntington disease","1/306","0.12959081074079043","0.1360394717619009","0","0","8.0680327868852455","16.486003606054858","SLC1A3","Gluconeogenesis","kegg"
"27","MicroRNAs in cancer","1/310","0.13118091919897587","0.1360394717619009","0","0","7.9619741100323624","16.172185422589365","GLS","Gluconeogenesis","kegg"
"28","Pathways in cancer","1/531","0.21512272418387934","0.21512272418387934","0","0","4.589858490566038","7.0525314744408165","SLC2A1","Gluconeogenesis","kegg"
