"","Term","Overlap","P-value","Adjusted P-value","Old P-value","Old Adjusted P-value","Odds Ratio","Combined Score","Genes","Source_Sheet","Source_DB"
"1","Starch and sucrose metabolism","7/36","1.1805621270710007E-18","1.7708431906065011E-17","0","0","2409.2068965517242","99453.36399824715","PYGB;G6PC2;G6PC3;PGM2;PYGM;PYGL;PGM1","Glycogenolysis","kegg"
"2","Glucagon signaling pathway","5/107","4.9396048405781089E-10","2.2182505224366405E-9","0","0","243.73774509803923","5222.9502585001883","PYGB;G6PC2;G6PC3;PYGM;PYGL","Glycogenolysis","kegg"
"3","Insulin resistance","5/108","5.178529645120476E-10","2.2182505224366405E-9","0","0","241.35922330097088","5160.5811455255007","PYGB;G6PC2;G6PC3;PYGM;PYGL","Glycogenolysis","kegg"
"4","Galactose metabolism","4/31","5.915334726497708E-10","2.2182505224366405E-9","0","0","591.52592592592589","12568.922014552623","G6PC2;G6PC3;PGM2;PGM1","Glycogenolysis","kegg"
"5","Insulin signaling pathway","5/137","1.7271149886507662E-9","5.181344965952299E-9","0","0","188.05871212121212","3794.4255534537783","PYGB;G6PC2;G6PC3;PYGM;PYGL","Glycogenolysis","kegg"
"6","Glycolysis / Gluconeogenesis","4/67","1.4306907436567586E-8","3.5767268591418962E-8","0","0","253.05396825396826","4570.7932176812164","G6PC2;G6PC3;PGM2;PGM1","Glycogenolysis","kegg"
"7","Necroptosis","3/159","3.9986141120513278E-5","8.5684588115385589E-5","0","0","63.573717948717949","643.80961989595141","PYGB;PYGM;PYGL","Glycogenolysis","kegg"
"8","Pentose phosphate pathway","2/30","7.7790489973988207E-5","1.458571687012279E-4","0","0","203.70408163265307","1927.3444106230902","PGM2;PGM1","Glycogenolysis","kegg"
"9","Carbohydrate digestion and absorption","2/47","1.9254963508295519E-4","3.0131178430402311E-4","0","0","126.64126984126985","1083.4358946139766","G6PC2;G6PC3","Glycogenolysis","kegg"
"10","Amino sugar and nucleotide sugar metabolism","2/48","2.0087452286934873E-4","3.0131178430402311E-4","0","0","123.88198757763975","1054.5863138348677","PGM2;PGM1","Glycogenolysis","kegg"
"11","Adipocytokine signaling pathway","2/69","4.1573510553512564E-4","5.6691150754789859E-4","0","0","84.96375266524521","661.48209035853381","G6PC2;G6PC3","Glycogenolysis","kegg"
"12","AMPK signaling pathway","2/120","1.2503080539860466E-3","1.5628850674825584E-3","0","0","48.118644067796609","321.64259540397012","G6PC2;G6PC3","Glycogenolysis","kegg"
"13","Purine metabolism","2/129","1.4426991132955526E-3","1.5934964944079519E-3","0","0","44.688413948256468","292.3176201028142","PGM2;PGM1","Glycogenolysis","kegg"
"14","FoxO signaling pathway","2/131","1.4872633947807551E-3","1.5934964944079519E-3","0","0","43.991140642303435","286.41828814216444","G6PC2;G6PC3","Glycogenolysis","kegg"
"15","PI3K-Akt signaling pathway","2/354","1.0358818281433778E-2","1.0358818281433778E-2","0","0","15.940746753246753","72.847891400080002","G6PC2;G6PC3","Glycogenolysis","kegg"
