"","Term","Overlap","P-value","Adjusted P-value","Old P-value","Old Adjusted P-value","Odds Ratio","Combined Score","Genes","Source_Sheet","Source_DB"
"1","Urea cycle and metabolism of amino groups WP497","3/21","1.9909621968197241E-8","1.990962196819724E-7","0","0","1109.7777777777778","19678.64914537227","OAT;CKM;CKB","Various-Metabolites","wikipathways"
"2","Urea cycle and associated pathways WP4595","2/24","2.063922922489771E-5","1.0319614612448855E-4","0","0","453.90909090909093","4896.9151445711996","OAT;GOT2","Various-Metabolites","wikipathways"
"3","Amino Acid metabolism WP3925","2/91","3.0350366026081743E-4","1.0116788675360582E-3","0","0","111.82584269662921","905.80239687134815","OAT;GOT2","Various-Metabolites","wikipathways"
"4","Alanine and aspartate metabolism WP106","1/12","3.5949984464796287E-3","8.9841367864290662E-3","0","0","363.32727272727271","2044.8828145385057","GOT2","Various-Metabolites","wikipathways"
"5","Biomarkers for pyrimidine metabolism disorders WP4584","1/15","4.4920683932145331E-3","8.9841367864290662E-3","0","0","285.42857142857144","1542.8675927558304","CKB","Various-Metabolites","wikipathways"
"6","NAD Metabolism in Oncogene-Induced Senescence and Mitochondrial Dysfunction-Associated Senescence WP5046","1/24","7.1792448741713026E-3","1.1965408123618838E-2","0","0","173.66086956521738","857.28748845676546","GOT2","Various-Metabolites","wikipathways"
"7","Metabolic reprogramming in colon cancer WP4290","1/42","1.2535476566438152E-2","1.5906142838158565E-2","0","0","97.331707317073167","426.23428554035564","GOT2","Various-Metabolites","wikipathways"
"8","Glycolysis and Gluconeogenesis WP534","1/45","1.3425837026561787E-2","1.5906142838158565E-2","0","0","90.681818181818187","390.89071422300736","GOT2","Various-Metabolites","wikipathways"
"9","Exercise-induced Circadian Regulation WP410","1/48","1.4315528554342706E-2","1.5906142838158565E-2","0","0","84.88085106382978","360.43893024633047","AZIN1","Various-Metabolites","wikipathways"
"10","22q11.2 copy number variation syndrome WP4657","1/131","3.8666599358262888E-2","3.8666599358262888E-2","0","0","30.56","99.404929824076106","OAT","Various-Metabolites","wikipathways"
