"","Term","Overlap","P-value","Adjusted P-value","Old P-value","Old Adjusted P-value","Odds Ratio","Combined Score","Genes","Source_Sheet","Source_DB"
"1","TCA Cycle (aka Krebs or citric acid cycle) WP78","13/18","5.5748370485765719E-39","1.7281994850587374E-37","0","0","10388.040000000001","915005.11023931392","FH;MDH2;IDH2;SDHC;SDHA;SDHB;CS;SUCLA2;OGDH;SUCLG2;SUCLG1;ACO2;DLD","TCA","wikipathways"
"2","TCA Cycle and Deficiency of Pyruvate Dehydrogenase complex (PDHc) WP2453","11/16","2.7056167771152855E-32","4.1937060045286926E-31","0","0","6278.4857142857145","456366.75903496263","CS;FH;PDHA1;MDH1;IDH1;OGDH;SUCLG2;ACO1;DLAT;SDHA;DLD","TCA","wikipathways"
"3","Amino Acid metabolism WP3925","11/91","2.8653961180956066E-22","2.9609093220321268E-21","0","0","390.93214285714288","19391.862691719489","CS;FH;PDHA1;MDH1;MDH2;IDH1;OGDH;SUCLG1;ACO2;SDHA;DLD","TCA","wikipathways"
"4","Metabolic reprogramming in colon cancer WP4290","7/42","3.325768131563611E-15","2.5774703019617985E-14","0","0","362.67272727272729","12090.448174467574","FH;PDHA1;MDH2;IDH2;SUCLG2;ACO2;SDHB","TCA","wikipathways"
"5","Disorders of the Krebs cycle WP4236","4/7","1.6038105333121745E-11","9.9436253065354826E-11","0","0","1902.7619047619048","47295.151972418236","FH;SUCLA2;SUCLG2;SUCLG1","TCA","wikipathways"
"6","Glycolysis and Gluconeogenesis WP534","5/45","3.8423434562696263E-10","1.9852107857393068E-9","0","0","191.75","4157.0956049686365","PDHA1;MDH1;MDH2;DLAT;DLD","TCA","wikipathways"
"7","Mitochondrial CII Assembly WP4920","3/8","3.4176008683086065E-8","1.5135089559652402E-7","0","0","799.08","13737.577149046836","SDHC;SDHA;SDHB","TCA","wikipathways"
"8","TCA cycle in senescence WP5050","3/10","7.3152815006368097E-8","2.8346715814967638E-7","0","0","570.71428571428567","9377.2439048737961","FH;PDHA1;MDH1","TCA","wikipathways"
"9","Urea cycle and associated pathways WP4595","3/24","1.2242104658059254E-6","4.2167249377759651E-6","0","0","190.10476190476192","2587.9368897735044","FH;MDH1;MDH2","TCA","wikipathways"
"10","Fluoroacetic acid toxicity WP4966","2/6","1.1450402648511111E-5","3.549624821038445E-5","0","0","624.3125","7103.1065178402787","CS;ACO2","TCA","wikipathways"
