"","Term","Overlap","P-value","Adjusted P-value","Old P-value","Old Adjusted P-value","Odds Ratio","Combined Score","Genes","Source_Sheet","Source_DB"
"1","Pentose phosphate pathway","6/30","5.5947766163723002E-16","5.5947766163723004E-15","0","0","1663.9166666666667","58435.96808533265","RPIA;G6PD;RPE;TALDO1;TKT;PGD","HMP-Shunt-Glutathione","kegg"
"2","Glutathione metabolism","4/57","7.38785788259789E-9","3.6939289412989449E-8","0","0","300.95094339622642","5634.8333235346299","G6PD;GPX1;GSR;PGD","HMP-Shunt-Glutathione","kegg"
"3","Thyroid hormone synthesis","2/75","4.9107034593234302E-4","1.6369011531078101E-3","0","0","77.956947162426616","593.9479909744274","GPX1;GSR","HMP-Shunt-Glutathione","kegg"
"4","Diabetic cardiomyopathy","2/203","3.5214002681240811E-3","8.803500670310202E-3","0","0","28.130774697938875","158.90783656283671","G6PD;GSR","HMP-Shunt-Glutathione","kegg"
"5","Pentose and glucuronate interconversions","1/34","1.519926045554118E-2","3.0398520911082361E-2","0","0","75.598484848484844","316.49369990079617","RPE","HMP-Shunt-Glutathione","kegg"
"6","Arachidonic acid metabolism","1/61","2.7122663879516524E-2","4.4383600243343743E-2","0","0","41.522916666666667","149.78917144936761","GPX1","HMP-Shunt-Glutathione","kegg"
"7","Central carbon metabolism in cancer","1/70","3.1068520170340619E-2","4.4383600243343743E-2","0","0","36.090579710144929","125.29061959707016","G6PD","HMP-Shunt-Glutathione","kegg"
"8","Huntington disease","1/306","0.12959081074079043","0.16198851342598802","0","0","8.0680327868852455","16.486003606054858","GPX1","HMP-Shunt-Glutathione","kegg"
"9","Amyotrophic lateral sclerosis","1/364","0.15239609909595578","0.16932899899550644","0","0","6.7589531680440773","12.715430916082402","GPX1","HMP-Shunt-Glutathione","kegg"
"10","Pathways of neurodegeneration","1/475","0.1945647713561883","0.1945647713561883","0","0","5.1468881856540083","8.4254052974273321","GPX1","HMP-Shunt-Glutathione","kegg"
