"","Term","Overlap","P-value","Adjusted P-value","Old P-value","Old Adjusted P-value","Odds Ratio","Combined Score","Genes","Source_Sheet","Source_DB"
"1","Glycolysis and Gluconeogenesis WP534","4/45","1.1156847337006046E-10","1.7850955739209673E-9","0","0","1946.7317073170732","44612.048629442274","G6PC;PC;PCK1;FBP1","Gluconeogenesis","wikipathways"
"2","Angiopoietin Like Protein 8 Regulatory Pathway WP3915","3/132","2.7830287070272985E-6","2.2264229656218388E-5","0","0","231","2954.9452456376971","G6PC;PCK1;FBP1","Gluconeogenesis","wikipathways"
"3","TCA Cycle and Deficiency of Pyruvate Dehydrogenase complex (PDHc) WP2453","2/16","5.9914892032562716E-6","3.1954609084033446E-5","0","0","951.47619047619048","11441.663476001768","PC;PCK1","Gluconeogenesis","wikipathways"
"4","Amino Acid metabolism WP3925","2/91","2.0293664218794575E-4","8.1174656875178299E-4","0","0","149.10861423220973","1267.8133987163728","PC;PCK1","Gluconeogenesis","wikipathways"
"5","Biotin Metabolism (including IEMs) WP5031","1/9","2.24816055240216E-3","6.4921017501795662E-3","0","0","624.59375","3808.5496634307242","PC","Gluconeogenesis","wikipathways"
"6","PI3K-Akt signaling pathway WP4172","2/340","2.7854127237562309E-3","6.4921017501795662E-3","0","0","38.77120315581854","228.10491560915835","G6PC;PCK1","Gluconeogenesis","wikipathways"
"7","Alanine and aspartate metabolism WP106","1/12","2.9966530298936489E-3","6.4921017501795662E-3","0","0","454.18181818181819","2638.9141192765878","PC","Gluconeogenesis","wikipathways"
"8","Estrogen Receptor Pathway WP2881","1/13","3.2460508750897831E-3","6.4921017501795662E-3","0","0","416.3125","2385.6022367218384","PCK1","Gluconeogenesis","wikipathways"
"9","Fatty Acid Biosynthesis WP357","1/22","5.4883894433205137E-3","9.757136788125358E-3","0","0","237.78571428571428","1237.7032790036255","PC","Gluconeogenesis","wikipathways"
"10","PPAR signaling pathway WP3942","1/67","1.6639666196472655E-2","2.6623465914356249E-2","0","0","75.48863636363636","309.19888069233861","PCK1","Gluconeogenesis","wikipathways"
"11","Thyroid hormones production and their peripheral downstream signaling effects WP4746","1/95","2.352761014601E-2","3.4221978394196363E-2","0","0","52.928191489361701","198.45852252396736","PFKFB2","Gluconeogenesis","wikipathways"
"12","DNA damage response (only ATM dependent) WP710","1/110","2.7201672447497008E-2","3.6268896596662673E-2","0","0","45.610091743119263","164.4005184703249","G6PC","Gluconeogenesis","wikipathways"
"13","Adipogenesis WP236","1/130","3.2083212007385425E-2","3.9487030162935907E-2","0","0","38.5","132.41776147898338","PCK1","Gluconeogenesis","wikipathways"
"14","Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways WP706","1/158","3.8884427657500428E-2","4.4439345894286199E-2","0","0","31.589171974522294","102.57514070844167","G6PC","Gluconeogenesis","wikipathways"
"15","Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932","1/303","7.3496134453805137E-2","7.7253425371848594E-2","0","0","16.302152317880793","42.557134879952422","PFKFB2","Gluconeogenesis","wikipathways"
"16","Nuclear Receptors Meta-Pathway WP2882","1/319","7.7253425371848594E-2","7.7253425371848594E-2","0","0","15.46933962264151","39.611781428237286","PCK1","Gluconeogenesis","wikipathways"
