"","Term","Overlap","P-value","Adjusted P-value","Old P-value","Old Adjusted P-value","Odds Ratio","Combined Score","Genes","Source_Sheet","Source_DB"
"1","Urea cycle and metabolism of amino groups WP497","6/21","1.7071852291583021E-17","1.8779037520741325E-16","0","0","3995.4","154258.80066292384","ARG2;CPS1;ARG1;ASL;ASS1;OTC","Urea-Cycle","wikipathways"
"2","Urea cycle and related diseases WP4571","5/9","2.6443767289423328E-16","1.454407200918283E-15","0","0","8328.3333333333339","298728.37279949087","CPS1;ARG1;ASL;ASS1;OTC","Urea-Cycle","wikipathways"
"3","Urea cycle and associated pathways WP4595","5/24","8.9052696416974548E-14","3.2652655352890668E-13","0","0","1752.0175438596491","52647.335466459233","CPS1;ARG1;ASL;ASS1;OTC","Urea-Cycle","wikipathways"
"4","Amino Acid metabolism WP3925","6/91","2.0851177642491309E-13","5.7340738516851105E-13","0","0","702.6","20515.063441800212","ARG2;CPS1;ARG1;CAD;ASS1;OTC","Urea-Cycle","wikipathways"
"5","Biomarkers for urea cycle disorders WP4583","4/12","5.1907345292919795E-12","1.1419615964442356E-11","0","0","2498","64908.396460605429","ARG1;ASL;ASS1;OTC","Urea-Cycle","wikipathways"
"6","Pyrimidine metabolism and related diseases WP4225","3/17","2.8485265782063636E-8","5.2222987267116667E-8","0","0","856.2","14875.515091456709","CPS1;CAD;OTC","Urea-Cycle","wikipathways"
"7","Alanine and aspartate metabolism WP106","2/12","9.2214027460096553E-6","1.4490775743729458E-5","0","0","666.06666666666672","7722.3658701781433","ASL;ASS1","Urea-Cycle","wikipathways"
"8","Endothelin Pathways WP2197","1/33","1.3126184702817524E-2","1.8048503966374096E-2","0","0","89.107142857142861","386.1142784895618","CAD","Urea-Cycle","wikipathways"
"9","Pyrimidine metabolism WP4022","1/85","3.3504105816256062E-2","4.0949462664312965E-2","0","0","33.857142857142854","114.98181239681574","CAD","Urea-Cycle","wikipathways"
"10","Spinal Cord Injury WP2431","1/118","4.6244434404317553E-2","5.0868877844749312E-2","0","0","24.267399267399266","74.593475481613424","ARG1","Urea-Cycle","wikipathways"
"11","IL-18 signaling pathway WP4754","1/272","0.10377659812326195","0.10377659812326195","0","0","10.395888244596732","23.552038524197574","ARG1","Urea-Cycle","wikipathways"
