"","Term","Overlap","P-value","Adjusted P-value","Old P-value","Old Adjusted P-value","Odds Ratio","Combined Score","Genes","Source_Sheet","Source_DB"
"1","Pyruvate metabolism and citric acid (TCA) cycle","4/40","1.7150492788048153E-9","8.4037414661435951E-8","0","0","443.44444444444446","8950.4046305302963","LDHB;LDHA;SLC16A1;SLC16A3","Gluconeogenesis","bioplanet"
"2","Pyruvate metabolism","4/52","5.0684015291316328E-9","1.24175837463725E-7","0","0","332.38333333333333","6348.6015547697461","LDHB;LDHA;SLC16A1;SLC16A3","Gluconeogenesis","bioplanet"
"3","Glycolysis and gluconeogenesis","4/75","2.265107375482483E-8","3.6996753799547222E-7","0","0","224.45070422535213","3951.0188947443371","LDHB;LDHA;SLC2A1;SLC2A3","Gluconeogenesis","bioplanet"
"4","SLC-mediated transmembrane transport","5/251","3.6177841133737576E-8","4.4317855388828533E-7","0","0","100.33028455284553","1719.1412689326651","SLC16A1;SLC2A1;SLC1A3;SLC2A3;SLC16A3","Gluconeogenesis","bioplanet"
"5","Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds","4/96","6.1648658725022194E-8","6.0415685550521752E-7","0","0","173.03478260869565","2872.6913393600644","SLC16A1;SLC2A1;SLC2A3;SLC16A3","Gluconeogenesis","bioplanet"
"6","Tricarboxylic acid (TCA) cycle and respiratory electron transport","4/117","1.3700583364722691E-7","1.1188809747856864E-6","0","0","140.729203539823","2223.9777065403487","LDHB;LDHA;SLC16A1;SLC16A3","Gluconeogenesis","bioplanet"
"7","Transmembrane transport of small molecules","5/432","5.3895646331766106E-7","3.7726952432236274E-6","0","0","57.27166276346604","826.63804951064014","SLC16A1;SLC2A1;SLC1A3;SLC2A3;SLC16A3","Gluconeogenesis","bioplanet"
"8","Vitamin C (ascorbate) metabolism","2/8","5.0328413188770481E-6","3.0826153078121921E-5","0","0","951.66666666666663","11609.882108963659","SLC2A1;SLC2A3","Gluconeogenesis","bioplanet"
"9","Vitamin C in the brain","2/11","9.8790937525538598E-6","5.2796026878810003E-5","0","0","634.34920634920638","7310.9315524211261","SLC2A1;SLC2A3","Gluconeogenesis","bioplanet"
"10","Bile salt and organic anion SLC transporters","2/12","1.1852169299324696E-5","5.2796026878810003E-5","0","0","570.88571428571424","6475.556453852173","SLC16A1;SLC16A3","Gluconeogenesis","bioplanet"
"11","Facilitative sodium-independent glucose transporters","2/12","1.1852169299324696E-5","5.2796026878810003E-5","0","0","570.88571428571424","6475.556453852173","SLC2A1;SLC2A3","Gluconeogenesis","bioplanet"
"12","Amino acid biosynthesis and interconversion (transamination)","2/16","2.1529423708926259E-5","8.791181347811555E-5","0","0","407.69387755102042","4381.1151062519093","GLUL;GLS","Gluconeogenesis","bioplanet"
"13","Nitrogen metabolism","2/23","4.5317428132053118E-5","1.7081184449773868E-4","0","0","271.70068027210885","2717.5009916130916","GLUL;GLS","Gluconeogenesis","bioplanet"
"14","Basigin interactions","2/25","5.3711085527719463E-5","1.8798879934701812E-4","0","0","248.0496894409938","2438.7975447246135","SLC16A1;SLC16A3","Gluconeogenesis","bioplanet"
