pathway,pval,padj,log2err,ES,NES,size,LEGenes
HALLMARK_ADIPOGENESIS,0.8939849351778083,0.9635041196717141,0.0016921231445644399,0.23341236078595243,0.684691911751984,25,"ETFB, PFKL, ECH1, APOE"
HALLMARK_ALLOGRAFT_REJECTION,0.7126299760977445,0.9360796239977882,0.0021671523649701933,0.28423861971509157,0.8264228918304627,24,"IL4R, PSMB10, PTPN6, CSK, ICAM1, IL1B, CDKN2A, CCND3, DYRK3, AKT1"
HALLMARK_ANDROGEN_RESPONSE,0.719473763193437,0.9360796239977882,0.003451993078768748,-0.2658095616675855,-0.8277710112182783,19,"ARID5B, APPBP2, HMGCR, HMGCS1, TMEM50A"
HALLMARK_APICAL_JUNCTION,0.5773927592740946,0.9282856090930733,0.0025482226956479626,0.3041264798535762,0.9219472119380738,29,"MYL9, SORBS3, RAC2, MAPK13, TSPAN4, STX4, ICAM1, SHC1"
HALLMARK_APOPTOSIS,0.27752493518549964,0.9054917828279071,0.0041308760634657365,0.3511250252838047,1.1362061734839806,40,"GNA15, GADD45B, CD44, HMOX1, HSPB1, JUN, BAX, CDKN1A, CDK2, SQSTM1"
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.5826105846254107,0.9282856090930733,0.003903692396954103,-0.30192581561706594,-0.9107392240551052,17,"HMGCR, TRIB3, HMGCS1, TMEM97, LGMN, PLSCR1, GNAI1, NFIL3"
HALLMARK_COMPLEMENT,0.9377115475004508,0.9635041196717141,0.0015487939066016196,0.2117959016705013,0.642050771570567,29,"SERPINE1, PLA2G4A, S100A13, STX4, CALM3, CSRP1"
HALLMARK_DNA_REPAIR,0.8801822720148604,0.9635041196717141,0.003092576996851747,-0.21933073235138592,-0.72115929741897,23,"POLR2K, GTF2A2, RNMT, NUDT9, HPRT1, POLB, RAE1, PCNA, RFC2, POLR1C, RALA"
HALLMARK_E2F_TARGETS,0.6522296258329062,0.9360796239977882,0.004382222591007013,-0.22795396686596509,-0.9031561918007891,49,"TOP2A, USP1, CDK1, UBR7, DCK, CENPE, SMC1A, SMC3, CDKN1B, PAN2, CDC25A, CCNB2, NOLC1, RPA1, ZW10, CDK4"
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.01702277387495602,0.12937308144966575,0.01915068157044159,0.555146155328229,1.6140856986105012,24,"IGFBP3, SERPINE1, MYL9, GADD45B, CD44, JUN, LOXL1"
