pathway,pval,padj,log2err,ES,NES,size,LEGenes
HALLMARK_ADIPOGENESIS,0.200993354275119,0.2992804142886773,0.005369220074712392,-0.49904285919035624,-1.2534886536550587,25,"COL4A1, GADD45A, PPARG, APOE, DNAJC15, CAT, PGM1, DECR1"
HALLMARK_ALLOGRAFT_REJECTION,0.05095657280741511,0.13805387304488817,0.011234415722504065,-0.6149537211363548,-1.5335959223127569,24,"CCL2, IL4R, ICAM1, LYN, FAS, IL1B, DYRK3, HIF1A, EGFR"
HALLMARK_ANDROGEN_RESPONSE,0.7829528403865701,0.8750649392555784,0.002101252278939787,-0.31146415370727165,-0.7441690572152435,19,"HMGCR, HMGCS1, ARID5B, CDK6, ZMIZ1, HOMER2, INSIG1, UBE2J1, RAB4A, APPBP2, MAP7, SPDEF"
HALLMARK_APICAL_JUNCTION,0.5204344113856244,0.618015863520429,0.004193653126066091,0.3462527071166963,0.9565176529238179,29,"GRB7, SYK, MYL9"
HALLMARK_APOPTOSIS,0.20477080977646342,0.2992804142886773,0.005235661376483283,-0.45149070675239367,-1.2288190744151513,40,"CDKN1A, GADD45B, GADD45A, HSPB1, CDK2, IER3, FAS, IL1B, CFLAR, CASP7"
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.14056260048752658,0.24278994629663683,0.006620917674849085,-0.5767193181769457,-1.3494821131054282,17,"PLSCR1, NFIL3, PPARG, HMGCR, HMGCS1"
HALLMARK_COMPLEMENT,0.1633814201232007,0.26993452020354897,0.006005035746955982,-0.49974636863375177,-1.2962023154832514,30,"SERPINE1, HSPA1A, PLSCR1, LYN, CASP7, S100A13, CASP10, PLA2G4A"
HALLMARK_DNA_REPAIR,0.492279066198615,0.6034388553402378,0.0030585330033985735,-0.39416686241049326,-0.9758113758283422,23,"PNP, TP53"
HALLMARK_E2F_TARGETS,4.4065379107212225e-4,0.002790807343456774,0.1660217917729898,0.6188704252621429,1.9170138249750313,50,"TOP2A, MYBL2, CDC20, CDK1, CDKN2A, AURKA, CENPE, BUB1B, KIF2C, SMC4, CHEK2, CDC25A, PCNA"
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.008091131354011733,0.03074629914524458,0.028584122923856745,-0.6990830691378322,-1.7434010191962812,24,"GADD45B, SERPINE1, COL4A1, GADD45A, SPP1, FAS, ID2"
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.012748283094131677,0.04403952341609125,0.022635593194901025,-0.6544235042062281,-1.6873982752384835,29,"SFN, TIPARP, FOS, TSKU, HES1"
HALLMARK_ESTROGEN_RESPONSE_LATE,0.3506171209094761,0.44411501981866974,0.0053388055248511715,0.3824549610434947,1.0859818484024084,33,"TOP2A, KIF20A, CDC20, LSR"
HALLMARK_FATTY_ACID_METABOLISM,0.978995176385428,0.992431640625,0.0016268963997481626,-0.20128126647949465,-0.4942846602639743,22,"UGDH, HMGCS1, HSD17B11, DECR1, ACAT2, MIF, CRYZ"
HALLMARK_G2M_CHECKPOINT,1.4824747968781564e-7,2.8167021140684973e-6,0.6901324587967956,0.7685455384354785,2.2967706117860844,42,"UBE2C, TOP2A, MYBL2, CDC20, CDK1, AURKA, CENPE, KIF2C, CDC45, SMC4, NUSAP1, CDC25A"
HALLMARK_GLYCOLYSIS,0.2394292645126512,0.3369745204252128,0.006682183532574817,0.39704829187816254,1.1742813974667963,40,"KIF20A, CDK1, AURKA, ALDOA, GALE, FKBP4, GPC1, SLC37A4"
