Term,ID,Source_Sheet,Source_DB,Gene
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,FGFR3
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,FGFR3
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,FGFR3
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,FGFR3
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,FGFR4
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,FGFR4
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,FGFR4
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,FGFR4
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,FLT1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,FLT1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,FLT1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,FLT1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,FLT4
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,FLT4
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,FLT4
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,FLT4
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,FN1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,FN1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,FN1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,FN1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,FOXA1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,FOXA1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,FOXA1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,FOXA1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,FOXO1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,FOXO1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,FOXO1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,FOXO1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,FOXO3
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,FOXO3
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,FOXO3
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,FOXO3
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,GHR
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,GHR
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,GHR
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,GHR
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,GNB1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,GNB1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,GNB1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,GNB1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,GNB2
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,GNB2
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,GNB2
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,GNB2
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,GNB3
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,GNB3
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,GNB3
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,GNB3
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,GNB4
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,GNB4
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,GNB4
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,GNB4
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,GNG10
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,GNG10
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,GNG10
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,GNG10
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,GNG11
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,GNG11
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,GNG11
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,GNG11
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,GNG12
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,GNG12
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,GNG12
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,GNG12
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,GNG13
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,GNG13
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,GNG13
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,GNG13
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,GNG2
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,GNG2
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,GNG2
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,GNG2
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,GNG3
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,GNG3
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,GNG3
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,GNG3
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,GNG4
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,GNG4
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,GNG4
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,GNG4
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,GNG5
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,GNG5
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,GNG5
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,GNG5
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,GNG7
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,GNG7
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,GNG7
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,GNG7
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,GNG8
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,GNG8
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,GNG8
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,GNG8
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,GNGT1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,GNGT1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,GNGT1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,GNGT1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,GNGT2
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,GNGT2
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,GNGT2
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,GNGT2
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,GRB2
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,GRB2
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,GRB2
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,GRB2
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,GSK3B
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,GSK3B
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,GSK3B
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,GSK3B
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,GYS1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,GYS1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,GYS1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,GYS1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,GYS2
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,GYS2
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,GYS2
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,GYS2
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,HGF
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,HGF
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,HGF
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,HGF
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,HIF1A
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,HIF1A
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,HIF1A
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,HIF1A
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,HIF3A
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,HIF3A
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,HIF3A
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,HIF3A
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,HRAS
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,HRAS
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,HRAS
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,HRAS
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,HSP90AA1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,HSP90AA1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,HSP90AA1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,HSP90AA1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,HSP90AB1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,HSP90AB1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,HSP90AB1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,HSP90AB1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,HSP90B1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,HSP90B1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,HSP90B1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,HSP90B1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,IBSP
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,IBSP
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,IBSP
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,IBSP
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,IFNA7
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,IFNA7
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,IFNA7
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,IFNA7
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,IFNAR1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,IFNAR1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,IFNAR1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,IFNAR1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,IFNAR2
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,IFNAR2
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,IFNAR2
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,IFNAR2
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,IFNB1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,IFNB1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,IFNB1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,IFNB1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,IGF1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,IGF1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,IGF1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,IGF1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,IGF1R
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,IGF1R
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,IGF1R
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,IGF1R
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,IKBKB
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,IKBKB
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,IKBKB
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,IKBKB
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,IKBKG
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,IKBKG
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,IKBKG
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,IKBKG
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,IL2
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,IL2
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,IL2
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,IL2
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,IL2RA
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,IL2RA
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,IL2RA
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,IL2RA
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,IL2RB
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,IL2RB
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,IL2RB
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,IL2RB
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,IL2RG
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,IL2RG
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,IL2RG
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,IL2RG
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,IL3RA
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,IL3RA
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,IL3RA
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,IL3RA
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,IL4R
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,IL4R
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,IL4R
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,IL4R
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,IL6R
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,IL6R
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,IL6R
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,IL6R
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,IL7R
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,IL7R
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,IL7R
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,IL7R
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,INS
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,INS
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,INS
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,INS
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,INSR
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,INSR
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,INSR
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,INSR
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,IRS1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,IRS1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,IRS1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,IRS1
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,IRS2
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,IRS2
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,IRS2
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,IRS2
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,IRS4
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Lactate-Shuttle,wikipathways,IRS4
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,FA-Synthesis,wikipathways,IRS4
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Glycogenesis,wikipathways,IRS4
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932,WP3932,Gluconeogenesis,wikipathways,ITGA10
