pathway,pval,padj,log2err,ES,NES,size,LEGenes
HALLMARK_ADIPOGENESIS,0.21159228785585696,0.365477588114662,0.0045855595423951664,0.4776779592559579,1.2361947464425016,25,"COL4A1, APOE, CAT, DECR1, FAH, GADD45A"
HALLMARK_ALLOGRAFT_REJECTION,0.14510801228536682,0.32245777640763656,0.005726751989537041,0.5121072001369574,1.3158421727833278,24,"IL4R, LYN, EGFR, PTPRC, FAS, CD40, ICAM1, PSMB10"
HALLMARK_ANDROGEN_RESPONSE,0.16566453070802684,0.32245777640763656,0.00975235540538785,-0.4118457273736381,-1.279503823261459,19,"SPDEF, INSIG1, RRP12, AKT1, CCND1, PTK2B, TMEM50A, HMGCS1, HMGCR, INPP4B"
HALLMARK_APICAL_JUNCTION,0.2769143712739774,0.4047210041696592,0.003828435663739413,0.4396912069427604,1.1671897193655614,29,"EGFR, PTPRC, ICAM1, SHC1, TSPAN4, RAC2, SORBS3, MPZL1, EPB41L2, TJP1, HADH, MMP2"
HALLMARK_APOPTOSIS,0.022272877924790588,0.14952843804559057,0.014787494097680192,0.5490133834896501,1.5348937515942502,40,"HSPB1, HMOX1, CD44, TOP2A, CASP7, CDK2, ERBB2, FAS, CFLAR"
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.8948886719708579,0.9074880707733272,0.0014761330480382322,0.2621012685004136,0.6303800110619086,17,"PLSCR1, NFIL3, GSTM2, ATF5, PPARG"
HALLMARK_COMPLEMENT,0.023425900192044307,0.14952843804559057,0.014775408833999576,0.5863248102681408,1.5564384275781686,29,"HSPA1A, CASP7, SERPINE1, PLSCR1, LYN, S100A13, CASP10, CBLB"
HALLMARK_DNA_REPAIR,0.7466132893022,0.8242546850074989,0.0017534990192917673,0.3096855581218765,0.789118788876905,23,"TP53, PNP, POLD4"
HALLMARK_E2F_TARGETS,0.2716687449536955,0.4047210041696592,0.0036826595401554083,0.4016767694612948,1.1564079471335909,49,"TOP2A, TP53, EZH2, PLK1, MYC, MTHFD2, KIF2C, CCNB2, CHEK2, LBR, SMC4, CDKN1A, CDC20, PAN2, BRCA1, CDK1, BUB1B, CENPE, CHEK1, SMC3, PAICS, EED"
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.09619844165481417,0.24767581403474126,0.0071823727891873615,0.5397318340807608,1.386822737675282,24,"CD44, COL4A1, SERPINE1, FAS, PLOD3, IGFBP3, HTRA1, ITGB5, LOXL1, GADD45A, COL1A1"
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.10008735427318476,0.24767581403474126,0.006941820534651686,0.5199066833677369,1.3719599196278336,28,"CD44, MUC1, TIPARP, TSKU, RAB31, BCL2, MYC, HES1"
HALLMARK_ESTROGEN_RESPONSE_LATE,0.20026075490030834,0.36237660410531985,0.004647456906432193,0.461602385110296,1.2394077367219711,31,"CD44, TOP2A, ZFP36, ST6GALNAC2, RAB31, BCL2, WFS1, GPER1, CDC20, PRSS23, UGDH, SLC1A4"
HALLMARK_FATTY_ACID_METABOLISM,0.7274108787747583,0.8242546850074989,0.004486588848214169,-0.2517152872837824,-0.8144609536613306,22,"BLVRA, ACAT2, DLD, NSDHL, ALDOA"
HALLMARK_G2M_CHECKPOINT,0.041150340137676475,0.19546411565396327,0.010790917470854679,0.5249164258192323,1.4675251393289852,40,"TOP2A, CCNA2, NUSAP1, CDC45, EZH2, PLK1, MYC, KIF2C, CCNB2, MNAT1, HIF1A, LBR, SMC4, CDC20, ATF5, G3BP1, SMAD3, SMARCC1, EGF, CDK1, ABL1"
HALLMARK_GLYCOLYSIS,0.08700469519520238,0.24767581403474126,0.007286024174258226,0.492392639019877,1.371205339617271,39,"CD44, DDIT4, EGFR, MIF, P4HA2, PYGL, IGFBP3, ALDH7A1, ABCB6, IL13RA1, PMM2, NOL3"
HALLMARK_HEME_METABOLISM,0.3864463942244355,0.5063780338113293,0.003166755076225648,0.4304518008942766,1.0784750955669329,21,"LRP10, P4HA2, CAT, ABCB6, PSMD9"
HALLMARK_HYPOXIA,0.009015496353027857,0.14952843804559057,0.02337501129312543,0.5786721321958856,1.617811635635529,40,"HMOX1, SERPINE1, ZFP36, DDIT4, EGFR, TIPARP, MIF, P4HA2, TES, TGFB3, IGFBP3, BCL2, JMJD6, NFIL3"
HALLMARK_IL2_STAT5_SIGNALING,0.1042845532777858,0.24767581403474126,0.00680946466105824,0.5214675314978386,1.3675503952091883,27,"CD44, MUC1, IL4R, PLSCR1, PNP, BCL2, MYC, FAH, NFIL3"
HALLMARK_INFLAMMATORY_RESPONSE,0.169714619161914,0.32245777640763656,0.0054400563918310715,0.5473986322458825,1.3006416748818543,16,"IL4R, SERPINE1, LYN, EDN1, CD40, ICAM1, MYC"
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.02599037847921064,0.14952843804559057,0.013871052192570734,0.565507936036876,1.5340941594138167,33,"IL4R, CASP7, PLSCR1, FAS, CD40, ICAM1, MVP, PNP, PSMB10, MTHFD2, STAT3, PSMB8, NFKBIA, PTPN1, HIF1A, CDKN1A"
HALLMARK_KRAS_SIGNALING_UP,0.0010563000200465697,0.040139400761769646,0.12346616327046744,-0.6609893834493493,-2.022210930046271,18,"IL1B, SPP1, PTGS2, DUSP6, SNAP25, CXCR4, SATB1, EPHB2"
HALLMARK_MITOTIC_SPINDLE,0.31765931289701466,0.4470760700032058,0.0034989977648905513,0.42627177316650566,1.1315669347930453,29,"TOP2A, NUSAP1, PXN, PLK1, KIF2C, CCNB2, SMC4, EPB41L2, CEP57, CDK1, ABL1, CENPE, ARHGEF12, SMC3"
HALLMARK_MTORC1_SIGNALING,0.25241408690712863,0.39965563760295364,0.01062712855878289,-0.28721954441787323,-1.1242727349000077,47,"CORO1A, ACLY, INSIG1, HPRT1, MLLT11, ATP6V1D, EBP, LGMN, CXCR4, PFKL, ALDOA, PSMG1, BHLHE40, RPN1, NFKBIB"
HALLMARK_MYC_TARGETS_V1,0.08759294667516465,0.24767581403474126,0.007677278500131209,0.5686496265756311,1.4114173397824508,20,"CCNA2, CDK2, CDC45, HSPD1, MYC, CDC20, G3BP1, SMARCC1"
HALLMARK_MYOGENESIS,0.9074880707733272,0.9074880707733272,0.0014250915244781715,0.254143241799302,0.6180349438802077,18,"IGFBP3, ITGB5, SORBS3, COL1A1, GADD45B, CDKN1A, NOTCH1"
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.8621795378494453,0.9074880707733272,0.0014825589184982537,0.2703227356881777,0.6772798664090769,21,"CASP7, DECR1"
HALLMARK_P53_PATHWAY,0.0644721829606798,0.24499429525058325,0.008624096842858609,0.5191120836813836,1.421635953046828,35,"HMOX1, DDIT4, TP53, ABHD4, FAS, MAPKAPK3, RALGDS"
HALLMARK_PEROXISOME,0.2441701715367846,0.39965563760295364,0.004393238781828068,0.5122117098716499,1.2170360994294798,16,"TOP2A, MVP, CAT, PEX11A, SMARCC1, ISOC1, ECH1, IDE"
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.5840129313887544,0.715886819121699,0.005327695393157824,-0.2734050348988403,-0.9151661432858581,25,"RALB, MAPK9, PIN1, CXCR4, DUSP3, TIAM1, NFKBIB, RPS6KA1, CLTC, AKT1, CAB39"
HALLMARK_SPERMATOGENESIS,0.7591819467174332,0.8242546850074989,0.0018622102342891202,0.3256727989673077,0.7635940372216978,15,"EZH2, KIF2C, CCNB2, CDK1, RPL39L, IDE"
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.1618402116224145,0.32245777640763656,0.005170752244123419,0.4585213443245864,1.2718413059918043,38,"CD44, CEBPD, SERPINE1, ZFP36, NFKB2, TIPARP, EDN1, ICAM1, CFLAR, CXCL2, NFE2L2, MYC, HES1, NFIL3, GADD45A"
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.05709249134175533,0.24105718566518916,0.009512403382154058,0.5751315804179433,1.4655095282346249,23,"BAG3, DDIT4, SHC1, FKBP14, MTHFD2"
HALLMARK_UV_RESPONSE_DN,0.38158844390443997,0.5063780338113293,0.0031619799716039823,0.4243556740178748,1.0813130504530708,23,"SERPINE1, ERBB2, MYC, COL1A1, TGFBR2, TJP1, IGF1R, PPARG, SMAD3"
HALLMARK_UV_RESPONSE_UP,0.02754471227155616,0.14952843804559057,0.01360308890188855,0.5799599633766669,1.539542515766061,29,"HMOX1, DNAJB1, CDK2, LYN, ICAM1, CXCL2, SPR, RAB27A"
HALLMARK_XENOBIOTIC_METABOLISM,0.025889087764611702,0.14952843804559057,0.014079636203473822,0.5870279985070426,1.5490835402116863,28,"HMOX1, SERPINE1, APOE, FAS, CAT, PSMB10, FAH, PYCR1, PROS1"
