pathway,pval,padj,log2err,ES,NES,size,LEGenes
HALLMARK_ADIPOGENESIS,8.170479714082256e-7,2.85966789992879e-6,0.6594443980379349,0.5931328924759092,1.8048950556289851,191,"PDCD4, NABP1, DNAJB9, UBQLN1, SULT1A1, ALDOA, COL4A1, COQ3, G3BP2, DHRS7, SDHB, PPM1B, DLAT, APLP2, CMPK1, RIOK3, CDKN2C, DRAM2, ENPP2, TKT, DBT, MRAP, HIBCH, DNAJC15, ANGPTL4, REEP5, SDHC, RREB1, UCP2, CD36, PTGER3, ITSN1, PFKL, PHLDB1, SLC25A10, RNF11, SAMM50, NDUFA5, LAMA4, ABCA1, SSPN, CAT, LPL, FAH, TANK, SOWAHC, AK2, CCNG2, TOB1, PRDX3, UQCR11, LPCAT3, QDPR, SCP2, GADD45A, STOM, ACADM, ARL4A, CMBL, ME1, MAP4K3, RTN3, FZD4"
HALLMARK_ALLOGRAFT_REJECTION,1.4677575189977544e-6,4.808928766163785e-6,0.6435518361507222,0.5822500378459976,1.7734726338526943,193,"CARTPT, STAT1, CCL2, IL1B, PTPRC, IL12A, HLA-A, TAPBP, LCP2, ACHE, SOCS5, CD4, MAP4K1, UBE2D1, MTIF2, STAB1, TPD52, ICOSLG, CSF1, ELF4, EREG, NPM1, EGFR, ETS1, TLR2, ST8SIA4, STAT4, CSK, IL2RA, DEGS1, HLA-G, ICAM1, GALNT1, B2M, MRPL3, EIF3A, CD79A, LYN, UBE2N, BCAT1, CD247, EIF3J, CD8A, CD74, FCGR2B, ABCE1, IL15, MAP3K7, CCL4, HLA-DQA1, HLA-DOA, F2R, ZAP70, BRCA1, ABI1, CCND2, CD7, CD3E, TIMP1, ITGB2, GBP2, IL6, TLR1, KRT1, SRGN, LIF, CD47, HDAC9, CD2, NCK1, RPL9"
HALLMARK_ANDROGEN_RESPONSE,1.6989652103961942e-8,1.1179286068980857e-7,0.7337619883564803,0.7489512895703119,2.0860656147353995,95,"SORD, DNAJB9, PIAS1, MYL12A, AKAP12, TSC22D1, ELL2, TMPRSS2, SLC26A2, INSIG1, ELOVL5, ABHD2, STK39, UBE2I, CDC14B, CENPN, MAP7, B4GALT1, ACSL3, ALDH1A3, TPD52, KLK3, ELK4, VAPA, ITGAV, PA2G4, IQGAP2, ABCC4, HMGCS1, B2M, PDLIM5, ACTN1, TNFAIP8, PGM3, RRP12, ANKH, CCND1, FKBP5, DHCR24, APPBP2, NKX3-1, PTPN21, SRF, MERTK, SPCS3, SMS, MAF, IDI1, STEAP4, SEC24D, MAK"
HALLMARK_ANGIOGENESIS,5.737263782126139e-4,8.605895673189208e-4,0.13600284210576175,0.7689425008914945,1.8149155904064898,35,"SPP1, LUM, STC1, APOH, APP, FSTL1, MSX1, THBD, ITGAV, JAG1, LRPAP1, OLR1, LPL, COL3A1, TNFRSF21, CCND2, TIMP1"
HALLMARK_APICAL_JUNCTION,5.966998355933636e-6,1.3922996163845152e-5,0.610526878385931,0.5684533274087203,1.7297954859880176,191,"PBX2, NEGR1, SKAP2, TNFRSF11B, CDH6, CDH8, PTPRC, NEXN, ADAM9, FBN1, INSIG1, CLDN11, CNTN1, ITGA2, EPB41L2, PPP2R2C, BAIAP2, NECTIN2, B4GALT1, GNAI1, FLNC, ACTN2, PLCG1, CADM2, EGFR, ALOX15B, NRAP, GRB7, CLDN19, NECTIN4, MPZL2, ICAM1, ADAMTS5, TGFBI, IRS1, NF2, CDH4, ACTN1, PCDH1, LAYN, PDZD3, PIK3R3, PECAM1, CDH15"
HALLMARK_APICAL_SURFACE,0.0024440132165521582,0.003207767346724708,0.06683629306639469,0.696649662704277,1.7084804257414816,43,"GSTM3, NTNG1, APP, DCBLD2, B4GALT1, AKAP7, PLAUR, MDGA1, LYN, EFNA5, GHRL, BRCA1, TMEM8B, FLOT2"
HALLMARK_APOPTOSIS,1.3298999489175132e-10,1.6756739356360667e-9,0.826657301178302,0.7060400293946332,2.1058055661813913,160,"PPP3R1, XIAP, HMOX1, LUM, PDCD4, IL1B, BCL2L10, PSEN1, GADD45B, BAX, SOD2, JUN, SMAD7, CASP1, IRF1, IGF2R, BGN, PMAIP1, CD44, BTG3, ERBB3, TIMP2, APP, HGF, PLAT, EMP1, ATF3, ENO2, PEA15, SATB1, CDKN1B, ANXA1, DNAJA1, EREG, BMP2, IFNB1, ERBB2, HMGB2, PAK1, CTNNB1, CD14, CTH, DPYD, TOP2A, NEFH, CYLD, CCNA1, MCL1, FEZ1, GCH1, ANKH, CASP8, CCND1, GSN, RNASEL, DCN, VDAC2, F2R, LMNA, BRCA1, CCND2, BCAP31, BNIP3L, BIK, TGFBR3, TIMP1, SC5D, GADD45A"
HALLMARK_BILE_ACID_METABOLISM,0.0021537909284377326,0.0028925043435362903,0.07873763414639956,0.555396982714037,1.577412211170946,109,"GCLM, AR, NR1H4, PRDX5, PEX26, ATXN1, EFHC1, PEX1, CROT, ACSL1, ABCA8, SLC27A2, CH25H, PEX12, CYP7B1, PEX19, SLCO1A2, ABCA5, ABCA1, ABCA2, ISOC1, CAT, CYP7A1, NPC1, PEX7, SLC29A1, DHCR24, SCP2, NUDT12"
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.13410413308140778,0.14566483420911536,0.009247626128980196,0.4558484990132732,1.2150436154522877,71,"TMEM97, MAL2, LDLR, ATF3, GNAI1, S100A11, ACAT2, STARD4, PLSCR1, LGMN, PLAUR, FABP5, HMGCS1, ALCAM, CTNNB1, JAG1, FDFT1, GUSB, NSDHL, ABCA2, SQLE, LPL, FDPS, LSS"
HALLMARK_COAGULATION,6.764973414687148e-5,1.253509779780266e-4,0.5384340963099162,0.5955506869171184,1.7414401261241643,136,"THBS1, HNF4A, PRSS23, MSRB2, KLF7, WDR1, ADAM9, FBN1, GNG12, F9, ITGA2, DCT, PLAT, SERPINA1, LRP1, MMP15, LAMP2, ANXA1, THBD, MST1, HRG, LGMN, MAFF, SPARC, FN1, F12, ISCU, CFI, C8B, TF, CTSH, OLR1, PDGFB, MMP10, PLAU, A2M, ITGB3, PECAM1, GSN"
HALLMARK_COMPLEMENT,9.465513977408973e-5,1.6564649460465701e-4,0.4252889604172581,0.5360085070970952,1.6352542821840423,196,"GCA, HNF4A, PSEN1, BRPF3, CD55, ADAM9, CASP1, LCP2, IRF1, TIMP2, PLAT, L3MBTL4, CP, PIK3CA, SERPINA1, LRP1, PIK3CG, MMP15, LAMP2, ZEB1, PLA2G4A, ACTN2, ZFPM2, COL4A2, PLSCR1, LGMN, MAFF, PLAUR, FN1, CD36, ERAP2, USP16, F5, APOBEC3G, CPM, FCER1G, CASP10, CTSH, PLA2G7, OLR1, PDGFB, LYN, PIK3R5, VCPIP1, DGKG, SERPINE1, CD59, CTSC, TNFAIP3, RBSN, F3, TIMP1, XPNPEP1, DYRK2, CXCL1, IL6, DOCK9, CA2, GNG2, LIPA, ME1, ATOX1, KLKB1"
HALLMARK_DNA_REPAIR,4.512816747663655e-6,1.1846143962617094e-5,0.610526878385931,0.6196608951524579,1.8229833530105166,143,"GTF2H5, POLR3C, PRIM1, GTF2A2, ERCC8, DUT, EIF1B, RALA, RFC3, PNP, TAF13, NUDT21, RFC4, CSTF3, POLR2K, SMAD5, BOLA2, TARBP2, SF3A3, SNAPC5, DCTN4, LIG1, POLR2D, POLR1D, CMPK2, GTF2H1, ARL6IP1, POLH, FEN1, POLR2C, SAC3D1, SRSF6, RRM2B, MPC2, TYMS, TK2, UMPS, POM121, GTF2H3, TMED2, SURF1, RAE1, RFC5, REV3L"
HALLMARK_E2F_TARGETS,4.093195687312269e-11,8.595710943355765e-10,0.851339057116899,0.6848284708802098,2.0839234119794705,191,"GINS4, SMC1A, MTHFD2, MAD2L1, STMN1, NAP1L1, ING3, PSIP1, DUT, CDCA8, GINS3, RFC3, HNRNPD, DSCC1, TUBB, DEPDC1, CDKN3, ILF3, PTTG1, CTPS1, RAN, NUDT21, ASF1A, UBE2S, PNN, CDKN2C, CDKN1B, PAICS, SMC3, HMGB2, BRMS1L, PA2G4, CSE1L, RFC1, CENPE, NAA38, AURKA, LIG1, HMMR, USP1, BIRC5, SNRPB, DCK, DEK, TBRG4, KIF4A, HELLS, CNOT9, TMPO, RPA1, CBX5, STAG1, CKS2, TOP2A, RAD21, SYNCRIP, TRIP13, BARD1, MCM6, ESPL1, ATAD2, PRDX4, DCTPP1, SUV39H1, BRCA1, RNASEH2A, POP7, PRKDC, AK2, IPO7, CKS1B"
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,1.6701149742866722e-9,1.503103476858005e-8,0.7881868108002371,0.6572668035026528,2.005188986245765,196,"TNC, GLIPR1, THBS1, SPP1, LUM, CXCL8, TNFRSF11B, CDH6, MXRA5, COL11A1, GADD45B, SGCD, COL4A1, JUN, FBN1, MGP, EDIL3, ITGA2, BGN, CD44, CTHRC1, ENO2, FBLN5, LRP1, CALD1, COL8A2, FSTL1, MSX1, TPM1, MAGEE1, ECM2, COL4A2, TGM2, ITGAV, FBN2, PLAUR, SPARC, FN1, LOXL2, CXCL12, ELN, TAGLN, TPM2, VIM, COL1A2, TGFBI, SFRP1, MATN3, PTHLH, COL12A1, IL15, ITGB3, LOX, GPX7, COL3A1, FUCA1, DCN, SERPINE1, CD59, COL1A1, TNFAIP3, TGFBR3, TPM4, ADAM12, TIMP1, GADD45A, SGCB, CXCL1, ID2, DST, FBLN1, IL6, PFN2, PRSS2, SDC1, LAMA3, BASP1, COPA"
