pathway,pval,padj,log2err,ES,NES,size,LEGenes
HALLMARK_ADIPOGENESIS,2.4597752972602295e-6,8.156097038283919e-6,0.6272567397185284,0.5969734778741106,1.763685361597861,191,"OMD, ANGPTL4, LPL, BCL6, TOB1, AGPAT3, PLIN2, LIFR, CYP4B1, ACOX1, ADIPOR2, STOM, SSPN, SDHC, DHRS7, GPAM, TST, BAZ2A, PPP1R15B, ACAA2, ALDH2, DRAM2, APOE, NABP1, PTGER3, CDKN2C, PTCD3, IFNGR1, FAH, DLAT, DECR1, HIBCH, PPM1B, GPD2, CPT2, ORM1, CCNG2, RREB1, DBT, GADD45A, RIOK3, EPHX2, SORBS1, ACADM, LPCAT3, HSPB8, LIPE, ELOVL6, PFKFB3, ITGA7, CRAT, SLC25A1, SLC25A10, SPARCL1, DNAJB9, PRDX3, PHYH, NMT1, ITSN1, CD36, ATL2, ACADS, PGM1, APLP2, RETSAT"
HALLMARK_ALLOGRAFT_REJECTION,0.26928320086616303,0.28274736090947117,0.005820344757254565,0.36086721432496804,1.0673555012818134,193,"CCL4, BCL10, RIPK2, IL13, JAK2, CCL2, IFNAR2, EGFR, TGFB1, ST8SIA4, IL1B, SRGN, INHBA, TGFB2, TAP1, IL2RA, CCL22, CD40, HIF1A, LCP2, CD7, IL27RA, IFNGR1, FAS, HLA-DOB, FASLG, LTB, CDKN2A, CRTAM, IL2RB, IFNG, NPM1, EIF3A, IL12RB1, SIT1, CD47, PTPRC, ZAP70, GALNT1, SOCS5, ICAM1"
HALLMARK_ANDROGEN_RESPONSE,3.2798511829947597e-9,2.2958958280963317e-8,0.7749390301364363,0.7706981916770139,2.0878362189547484,95,"SGK1, APPBP2, ARID5B, CDC14B, FKBP5, ELOVL5, AZGP1, UBE2I, LIFR, PGM3, ZBTB10, SORD, SEC24D, KLK2, ITGAV, ACSL3, PDLIM5, PTK2B, GNAI3, SAT1, HOMER2, SLC38A2, DBI, CDK6, PIAS1, MERTK, ABHD2, LMAN1, BMPR1B, SRP19, AKAP12, ELL2, SPDEF, MAP7, PTPN21, GPD1L, B4GALT1, MAK, UBE2J1, SLC26A2, DNAJB9, HSD17B14, PMEPA1, UAP1"
HALLMARK_ANGIOGENESIS,0.01063616032428277,0.014890624453995875,0.029168209809059355,0.6882288731703644,1.5838317017166472,35,"LPL, VEGFA, VCAN, NRP1, ITGAV, FGFR1, STC1, JAG1, FSTL1, LRPAP1"
HALLMARK_APICAL_JUNCTION,0.09159975232684993,0.10492335266530083,0.010368302054040764,0.40338100121222215,1.1917399907248687,191,"LIMA1, VCAN, NEXN, IRS1, CLDN5, CDH15, EGFR, CNTN1, CDK8, NRXN2, CDH4, RASA1, GTF2F1, AKT2, CDH11, BAIAP2, TRO, ITGB4, PTEN, NECTIN1, ADAM23, KRT31, ARHGEF6, DSC3, WASL, MAPK11, SYMPK, PIK3R3, FBN1, CAP1, B4GALT1, SHROOM2, PTPRC, ICAM2, PCDH1, CRAT, ICAM1, TJP1, AKT3, MAP4K2, CLDN18, CADM2, PTK2, AMIGO1, CD99, ITGA9, MYH10"
HALLMARK_APICAL_SURFACE,0.003097694134650551,0.005135650802183808,0.05439337814329789,0.6984289100426729,1.6682701151105477,43,"HSPB1, ATP8B1, GSTM3, ADIPOR2, DCBLD2, SRPX, SCUBE1, EFNA5, GHRL, MDGA1, PCSK9, IL2RB, B4GALT1, SHROOM2, EPHB4, AKAP7"
HALLMARK_APOPTOSIS,6.268715733029863e-5,1.5797163647235255e-4,0.40794208975761354,0.5892568979941498,1.706109154994166,160,"GADD45B, NEDD9, HSPB1, MCL1, ROCK1, CTH, BTG2, BCL10, PMAIP1, JUN, CD44, RARA, IL1B, TIMP3, GSN, CDKN1A, TGFB2, TAP1, SAT1, EMP1, RHOB, DAP3, TGFBR3, SMAD7, DNAJC3, CFLAR, CYLD, BCL2L10, IFNGR1, FAS, DDIT3, FASLG, BIRC3, WEE1, CLU, XIAP, PDGFRB, DCN, LGALS3, CASP9, NEFH, BTG3, GADD45A, CASP7, CASP6, AVPR1A, IFITM3"
HALLMARK_BILE_ACID_METABOLISM,0.06871604352016089,0.08168133475037992,0.011698555543985389,0.4614500088472444,1.273714083648174,109,"ALDH9A1, CH25H, HSD17B4, NEDD4, PEX11A, NPC1, TFCP2L1, PEX6, DIO2, ABCA8, BCAR3, PXMP2, CYP7B1, EPHX2, BBOX1, NR3C2, ABCD3, ATXN1, LIPE, PNPLA8, PAOX, CYP39A1, BMP6, APOA1, FADS2, PHYH, DIO1, GCLM, RETSAT, ABCA9, RXRA, PEX7, RBP1, SULT2B1, IDH2, ACSL1, PEX12, IDH1, ABCG8, ABCA1, ALDH1A1"
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.022942433786879837,0.030111944345279786,0.02014542253410815,0.5549051149198562,1.4398020426749327,71,"LPL, ERRFI1, ATF5, GUSB, ALDOC, JAG1, LDLR, NFIL3, CLU, CHKA, SEMA3B, SREBF2, LGALS3, AVPR1A, CPEB2, ANTXR2, TP53INP1, LSS, FADS2, ADH4, HSD17B7, ANXA5, PCYT2, CBS, PPARG"
HALLMARK_COAGULATION,0.008816467529016523,0.013224701293524785,0.03341195740781181,0.5073663274995873,1.4403679366437208,136,"P2RY1, FYN, GNG12, HTRA1, SERPINE1, APOC3, MAFF, PROC, MMP11, PRSS23, TIMP3, FURIN, MSRB2, GSN, MMP1, DCT, PLAU, DUSP6, HRG, PDGFB, CLU, MMP15, HNF4A, CASP9, MASP2, FBN1, THBS1, F3, PROS1, ITGB3, CFB, APOA1"
