pathway,pval,padj,log2err,ES,NES,size,LEGenes
HALLMARK_ADIPOGENESIS,0.03284518311806979,0.0459832563652977,0.01757408936450022,0.43191615151337803,1.2919108224668534,191,"RREB1, ACOX1, SLC5A6, COL4A1, TKT, OMD, ANGPTL4, PLIN2, UCP2, BCL6, CRAT, STOM, PTGER3, AGPAT3, ITGA7, CPT2, LAMA4, TOB1, DNAJC15, ESYT1, TANK, RETN, NMT1, SLC19A1, ECH1, PFKFB3, LIFR, ACAA2, SCARB1, FZD4, PPARG, ITSN1, ORM1, ESRRA, ACADL, BAZ2A, HSPB8, PTCD3, FAH, BCL2L13, FABP4, POR, SLC25A10"
HALLMARK_ALLOGRAFT_REJECTION,9.592418390426596e-10,6.043223585968755e-9,0.7881868108002371,0.6677271551474533,1.9995565506837352,193,"FGR, TIMP1, IL4R, BCL10, INHBA, GBP2, ICAM1, TLR6, IRF7, LCP2, INHBB, CCND3, GZMB, TAP1, SRGN, FCGR2B, FLNA, C2, RPS19, STAB1, TNF, CARTPT, CD1D, CD40, IL18RAP, CDKN2A, BRCA1, IL6, ST8SIA4, NLRP3, JAK2, TGFB2, IL10, RIPK2, NCF4, LIF, CD47, CD28, IL2RA, LTB, CCND2, F2, IL27RA, CD79A, IL4, EGFR, CFP, MAP4K1, CTSS, IL9, CSF1, CCR5, HLA-E, ETS1, ACHE, IL2, IL12RB1, IFNAR2, TGFB1, CD8B, SPI1"
HALLMARK_ANDROGEN_RESPONSE,0.006540994985083958,0.011446741223896925,0.03819704169168602,0.5558130693179422,1.5231527066983854,95,"PMEPA1, FKBP5, TSC22D1, ZMIZ1, CCND3, ELOVL5, ABHD2, NKX3-1, B4GALT1, MYL12A, ABCC4, GNAI3, SAT1, CDK6, CCND1, SRF, ADAMTS1, LIFR, ACSL3, TMPRSS2, SEC24D, ZBTB10, TNFAIP8, IDI1, AZGP1, IQGAP2, MAK, ELL2, SPDEF"
HALLMARK_ANGIOGENESIS,0.08531643609333057,0.10749870947759653,0.01003915581932208,0.5820447245753497,1.3528268052985588,35,"VEGFA, FGFR1, TIMP1, POSTN, FSTL1, STC1, SLCO2A1, CXCL6, THBD, NRP1, KCNJ8, COL5A2, CCND2, PRG2, VCAN"
HALLMARK_APICAL_JUNCTION,6.224713381944922e-7,2.3068055474266475e-6,0.6594443980379349,0.6159566118249833,1.8423969795953854,191,"VWF, PECAM1, SORBS3, SHC1, RRAS, ICAM1, ICAM2, MPZL2, PCDH1, CRAT, MYH9, CLDN5, SDC3, NFASC, CDH11, B4GALT1, CLDN15, ITGB4, TSPAN4, ICAM4, BMP1, DLG1, THBS3, MPZL1, MDK, RAC2, PARVA, TRAF1, DSC3, NECTIN1, WNK4, NECTIN2, PTEN, AKT3, TGFBI, CTNNA1, ALOX15B, ARHGEF6, PBX2, KRT31, LAYN, VCAN, PLCG1, NRAP, STX4, EGFR, LAMA3, CD99, CD209, CDH15, AKT2, CLDN19, VCL, YWHAH, CD276, CLDN9, SRC, ADAM15, NF2, EVL, ITGA9, TNFRSF11B, DSC1, VAV2, SKAP2, VASP, LAMC2, RSU1"
HALLMARK_APICAL_SURFACE,0.014507663603550193,0.021352680211365115,0.02492674447495602,0.6432323082175082,1.5519114602441146,43,"HSPB1, B4GALT1, BRCA1, GSTM3, MDGA1, GAS1, GATA3, NCOA6, EPHB4, PLAUR, SULF2, ATP8B1, EFNA5, SRPX, GHRL, DCBLD2, RHCG, APP, SLC22A12, FLOT2, ADIPOR2, CROCC"
HALLMARK_APOPTOSIS,1.0847793830591716e-10,7.593455681414201e-10,0.8390889356212738,0.7120178534166958,2.0871942862417034,160,"GADD45B, CTH, IFITM3, NEDD9, TXNIP, HMGB2, CLU, TIMP1, MCL1, JUN, HSPB1, BCL10, SQSTM1, BTG2, CDKN1A, EMP1, GNA15, ISG20, PLAT, ANXA1, HMOX1, CD44, BCL2L11, RELA, RHOB, TAP1, BGN, CASP4, BTG3, SPTAN1, TNF, DDIT3, RARA, CASP1, CFLAR, BMF, TNFRSF12A, SAT1, CASP9, LMNA, ERBB2, CCND1, BRCA1, IL6, KRT18, ATF3, LGALS3, GPX1, SMAD7, FDXR, TGFB2, SATB1, XIAP, CDK2, LEF1, PDGFRB, CASP8, WEE1, CCND2, F2"
HALLMARK_BILE_ACID_METABOLISM,0.059925826530992585,0.08032610790324539,0.012556539252828711,0.46296672348715945,1.2926998493376136,109,"TFCP2L1, TTR, ACSL5, SULT1B1, NEDD4, SLC23A2, AKR1D1, AMACR, SLC27A5, SLC23A1, APOA1, CYP39A1, PEX6, RXRA, SLC22A18, FDXR, DIO2, ABCA9, SLC27A2, HSD3B7, AR, IDI1, NR1I2, NR1H4, FADS2, SOAT2"
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.41891259970683714,0.4550257548539783,0.004263517497720605,0.3851706308501014,1.0106322372542897,71,"CLU, ANTXR2, GUSB, GPX8, TNFRSF12A, ADH4, NFIL3, ATF3, ECH1, LGALS3, CD9, PLAUR, S100A11, PPARG, ATF5, IDI1, CBS, LSS, FADS2"
HALLMARK_COAGULATION,9.315593185290575e-7,3.2604576148517015e-6,0.6594443980379349,0.6549751273212606,1.8825762603561835,136,"MAFF, VWF, FN1, PECAM1, CLU, TIMP1, CFH, C1R, FYN, SERPINE1, KLF7, HNF4A, PLAT, ANXA1, MEP1A, CFB, C2, DCT, BMP1, ACOX2, FGA, CFI, CASP9, C1S, SERPING1, APOA1, THBD, THBS1, PRSS23, MMP8, PROC, CTSB, SERPINA1, MMP15, PLG, CD9, APOC2, ANG, SERPINC1, P2RY1, ITGB3, CFD, F2, FURIN, F2RL2, FGG, WDR1, MMP11"
HALLMARK_COMPLEMENT,1.1045995392843251e-7,5.353059305762499e-7,0.7049757151672383,0.6308397884305919,1.8925754694068493,196,"MAFF, COL4A2, FN1, CP, DOCK9, CLU, TIMP1, CFH, MSRB1, DUSP5, S100A12, C1R, KYNU, FYN, S100A9, IRF7, SERPINE1, LCP2, HNF4A, PLAT, CFB, TNFAIP3, KCNIP3, GZMB, SIRT6, C2, CASP4, APOBEC3G, CD59, CASP1, CXCL1, CTSC, GNAI3, KLK1, F5, CASP9, C1S, SERPING1, CASP10, IL6, HPCAL4, PIM1, MMP8, JAK2, LGALS3, GATA3, CTSB, SERPINA1, MMP15, FCN1, PLG, GNB4, PIK3CG, PLAUR, RAF1, RCE1, CDA, CR2, C4BPB, DGKG, ANG, SERPINC1"
HALLMARK_DNA_REPAIR,0.9708009873962581,0.9708009873962581,0.0017911646340162096,-0.273774457563366,-0.7631541526578999,143,"MPC2, PCNA, POLR2E, FEN1, GPX4, POLR2D, GMPR2, POLR2K, NCBP2, RPA3, ITPA, VPS28, GTF2H5, TMED2, RBX1, TAF13, RFC2, RPA2, SDCBP, ERCC3, RRM2B, NME1, ADRM1, NELFB, POLR3GL, DDB1, ALYREF, POLR3C, CETN2, CCNO, TYMS, LIG1, SAC3D1"
HALLMARK_E2F_TARGETS,0.08784728224631418,0.10851723101015281,0.010623720539812037,0.40091846277130644,1.1991931748006932,191,"XPO1, HMGB2, MCM6, TP53, TMPO, CDKN1A, TFRC, MTHFD2, CDC20, PTTG1, MCM5, SPC24, CDKN2A, BRCA1, MKI67, PDS5B, HNRNPD, CDC25A, CNOT9, BIRC5, CBX5, WEE1, PAICS, RPA1, PSIP1, KIF2C, PLK1, TRIP13, TOP2A, CDCA3, KIF4A, PRKDC, POLD3, GINS4, SMC6, AK2, RANBP1, CDKN2C, SPAG5, UNG, HMGA1, TK1, CDK4, SHMT1, LUC7L3"
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,7.841086793547221e-13,8.6971958020219555e-12,0.9214260034948982,0.714958944671574,2.1449404193174257,196,"GADD45B, OXTR, NT5E, TGM2, IGFBP2, VEGFA, COL4A2, PMEPA1, FN1, COL4A1, TIMP1, IGFBP3, JUN, SERPINH1, LOXL2, PMP22, PLOD2, INHBA, WNT5A, COL1A1, SERPINE1, PLOD1, CD44, POSTN, FSTL1, TNFAIP3, ITGA5, FOXC2, FBLN1, RHOB, BGN, FLNA, CDH11, COL7A1, CALD1, ANPEP, FERMT2, CD59, BMP1, CXCL1, CXCL6, FAP, TNFRSF12A, SAT1, FSTL3, FGF2, PDLIM4, EMP3, LAMA2, LAMC1, IL6, AREG, COL1A2, COL5A1, THBS1, TAGLN, NOTCH2, GAS1, COL5A2, TPM2, PVR, PLAUR, TGFBI, COLGALT1, DST, PDGFRB, MGP, SNAI2, ITGB3, LOX, VIM, GPX7, IGFBP4, VCAN, FBN2, LAMA3, FUCA1, SLC6A8, ACTA2, DCN, EFEMP2"
HALLMARK_ESTROGEN_RESPONSE_EARLY,1.6695044276699085e-13,2.629469473580106e-12,0.9436322252328375,0.7291183273967535,2.1849572293558777,194,"SLC7A2, SLC2A1, PODXL, WFS1, SLC7A5, TGM2, SLC16A1, DHRS3, MYOF, THSD4, CA12, NAV2, FKBP5, TMPRSS3, TIPARP, IGF1R, FARP1, PAPSS2, GFRA1, CD44, STC2, SVIL, PDLIM3, INHBB, UNC119, ELOVL5, AFF1, ABHD2, B4GALT1, ADCY1, RARA, KLF4, SCNN1A, MICB, ADCY9, TOB1, SLC37A1, FKBP4, FCMR, CCND1, ISG20L2, KLK10, AREG, KRT18, CYP26B1, PRSS23, IL17RB, RAB31, JAK2, FOXC1, HES1, LAD1, SCARB1, SLC27A2, HR, KCNK15, TUBB2B, MYBL1, KLF10, TJP3, WWC1, RAB17, RHOBTB3, IGFBP4, AR, KRT15, KDM4B, AKAP1, BCL2, AQP3, HSPB8, XBP1"
HALLMARK_ESTROGEN_RESPONSE_LATE,4.955376831631161e-4,0.00107651289790608,0.14461653575300382,0.5198852845102612,1.560594865525441,197,"WFS1, EMP2, SLC7A5, SLC16A1, MYOF, CA12, FKBP5, GPER1, ISG20, TMPRSS3, S100A9, FARP1, PAPSS2, ST14, CDC20, CD44, PTGER3, PDLIM3, GINS2, ELOVL5, AFF1, ABHD2, BTG3, KLF4, SCNN1A, MICB, ZFP36, ACOX2, TOB1, LSR, CHST8, FKBP4, SERPINA3, PRLR, MDK, CCND1, KLK10, AREG, CYP26B1, PRSS23, IL17RB, RAB31, JAK2, LLGL2, FOXC1, SERPINA1, CD9, SLC2A8, SCARB1, PKP3, IMPA2, SLC27A2, AGR2, HR, TRIM29, TJP3, ST6GALNAC2, IGFBP4, GJB3"
HALLMARK_FATTY_ACID_METABOLISM,0.07384698312165212,0.09494612115640988,0.011466855653798343,0.42405661231526615,1.2366162966760346,153,"ODC1, ACOX1, MAOA, CPT1A, ALDH3A1, XIST, ACSL5, RAP1GDS1, EPHX1, CRAT, GAD2, AOC3, ELOVL5, KMT5A, CPT2, CEL, CD1D, ECH1, FABP2, NCAPH2, ACAA2, IL4I1, CBR3, ACSM3, BLVRA, ACADL, IDI1, ALDH3A2, UBE2L6, G0S2"
HALLMARK_G2M_CHECKPOINT,2.584358733563025e-5,7.400663646112299e-5,0.5756102610711286,0.5843785798820093,1.7440129694064572,187,"XPO1, ODC1, SLC7A5, MCM6, TMPO, NUMA1, CCNA2, CDC20, RAD54L, RBM14, GINS2, CENPF, PTTG1, TLE3, MCM5, KMT5A, PML, MT2A, CCND1, DTYMK, E2F1, MKI67, LIG3, PDS5B, POLQ, HNRNPD, NOTCH2, CDC25A, CHAF1A, TROAP, BIRC5, ATF5, UPF1, TPX2, EGF, G3BP1, EFNA5, KNL1, KIF2C, PLK1, TGFB1, UBE2C, HMGN2, NDC80, TOP2A, RASAL2, KIF4A, CDKN2C, FANCC, PURA, EXO1, HMGA1, TNPO2, CDK4, TACC3, SRSF1, LMNB1, SMARCC1, ODF2, CHEK1, DMD, SMAD3, BUB1, E2F2, CUL4A, POLA2, SLC7A1, CCNB2, CDC6, NUP98"
HALLMARK_GLYCOLYSIS,1.803404500757441e-7,7.574298903181253e-7,0.6901324587967956,0.6338615111483336,1.9005751304526004,195,"CTH, DDIT4, SOX9, NT5E, VEGFA, GYS1, P4HA1, PKM, IGFBP3, ANGPTL4, PLOD2, ISG20, PLOD1, DSC2, CD44, SDC3, STC2, ALDOB, NOL3, GUSB, STC1, CLN6, B4GALT1, POLR3K, PYGL, MET, G6PD, FKBP4, HAX1, IRS2, IL13RA1, COL5A1, RBCK1, TGFBI, SPAG4, UGP2, ANG, CLDN3, PYGB, GPC4, VCAN, IER3, EGFR, DCN, GAPDHS, KDELR3, GALK1"
HALLMARK_HEDGEHOG_SIGNALING,0.013230681739849728,0.020330071941720314,0.025955677831347102,0.6732578045245383,1.5732412786529488,36,"NRP2, VEGFA, MYH9, HEY2, SLIT1, TLE3, CDK6, PML, TLE1, NRP1, PLG, PTCH1, ADGRG1, ACHE, ETS2"
HALLMARK_HEME_METABOLISM,2.765937479934605e-4,6.453854119847413e-4,0.19364133493993044,0.5359477228579196,1.6020954334855029,190,"SLC2A1, RHD, UCP2, BTG2, HBB, TFRC, FTCD, LRP10, SLC10A3, AHSP, SLC4A1, CCND3, HBD, SLC25A37, PDZK1IP1, ICAM4, ALAS2, SIDT2, RCL1, ALDH1L1, DAAM1, SLC30A10, GYPB, TNS1, HTATIP2, MOCOS, RNF19A, CTSB, GATA1, BCAM, RAP1GAP, CAST, CA1, RHAG, BLVRA, SLC6A8, EPOR, AQP3, PPP2R5B, PRDX2, ELL2, CLIC2, KLF3, RBM38, ARHGEF12, TCEA1, RIOK3, EZH1, GYPA, RANBP10"
HALLMARK_HYPOXIA,4.1072019034125605e-19,2.5875371991499132e-17,1.133089932009015,0.7845948541111591,2.35120437134856,194,"PCK1, DDIT4, ADM, SLC2A1, MAFF, PPP1R3C, TGM2, VEGFA, GYS1, DTNA, P4HA1, CP, CA12, IGFBP3, ANGPTL4, PLIN2, JUN, KLF6, CHST3, CDKN1A, DUSP1, ISG20, TGFB3, TIPARP, CSRP2, SERPINE1, KLF7, HMOX1, MYH9, ANXA2, TES, SDC3, STC2, ALDOB, PPP1R15A, TNFAIP3, STC1, BCAN, BGN, MAP3K1, SLC2A3, JMJD6, DDIT3, ZFP36, FOSL2, MT2A, IRS2, IL6, NFIL3, ATF3, COL5A1, PFKFB3, PIM1, IDS, TPST2, PGF, LALBA, PRKCA, RORA, PLAUR, TGFBI, SCARB1, UGP2, MT1E, NEDD4L, LOX, PLAC8, GPC4, IER3, PDK1, EGFR, DCN, BCL2, NOCT, GAPDHS, ETS1, KDELR3, HS3ST1, GALK1, SDC4, SRPX"
HALLMARK_IL2_STAT5_SIGNALING,2.4443066785593912e-14,5.133044024974722e-13,0.9759946830643197,0.7424136083570207,2.226058556539697,195,"GADD45B, ODC1, IFITM3, IL1RL1, MAFF, NT5E, TGM2, DHRS3, ITGA6, P4HA1, PLIN2, IL4R, KLF6, EMP1, IL1R2, IGF1R, CD44, SHE, IKZF2, MAP3K8, TNFRSF1B, IL18R1, MYO1C, RHOB, CCND3, RABGAP1L, MXD1, NOP2, RGS16, NFKBIZ, SLC2A3, AMACR, PTH1R, AHNAK, PTGER2, MAPKAPK2, CD48, AGER, TRAF1, COL6A1, PNP, SLC29A2, NFIL3, NRP1, PIM1, GALM, POU2F1, GATA1, PUS1, NCOA3, CD83, RORA, IL10, LIF, PTCH1, SPRED2, IL2RA, SERPINC1, UMPS, LTB, CKAP4, CCND2, PLEC, SELP, FURIN, TNFRSF4, CXCL10, ADAM19, F2RL2, CSF1, BCL2, COCH, XBP1"
HALLMARK_IL6_JAK_STAT3_SIGNALING,2.4294761905769868e-8,1.275475000052918e-7,0.7337619883564803,0.772479562230894,2.0908504067872893,87,"IL1R1, OSMR, JUN, IL4R, SOCS3, IL1R2, ACVRL1, ITGA4, HMOX1, CD44, CXCL3, TNFRSF1A, MAP3K8, TNFRSF1B, IL18R1, TNF, MYD88, STAT3, CXCL1, PTPN1, CXCL11, TNFRSF12A, HAX1, IL6, IL13RA1, IL17RB, PIM1, IL15RA, EBI3, CD9, IL2RA, IRF9, LTB, ITGB3, CRLF2, CXCL10, LEPR, CSF1, IL12RB1, TGFB1, IRF1, IL1B, SOCS1"
HALLMARK_INFLAMMATORY_RESPONSE,7.042012251577442e-11,5.545584648117235e-10,0.8390889356212738,0.6961108185129571,2.091791320660722,199,"SLC7A2, ADM, IL1R1, KIF1B, C5AR1, SLC4A4, OSMR, TIMP1, IL4R, RNF144B, KLF6, INHBA, BTG2, ICAM1, CDKN1A, GNA15, IRF7, SERPINE1, LCP2, IFITM1, AXL, ITGB8, NOD2, NAMPT, MEP1A, RELA, ITGA5, TNFRSF1B, IL18R1, MXD1, RGS16, STAB1, ICAM4, PROK2, FPR1, CXCL6, CD40, CXCL11, PTGER2, BST2, MET, GNAI3, TACR1, IL18RAP, IRAK2, CD48, CYBB, SLAMF1, EMP3, IL6, IL15RA, NLRP3, SLC31A1, EBI3, PVR, PLAUR, KCNJ2, IL10, RAF1, RIPK2, IL7R, CLEC5A, LIF, NFKBIA, ITGB3, CMKLR1, RGS1, CCR7, EDN1, CXCL10, PTAFR, CSF1, FFAR2, CD70, MSR1, ROS1, OSM, IRF1, IL1B, TNFSF15, LDLR, HAS2, TNFRSF9, DCBLD2, CCRL2, TLR1, CCL5, NMUR1, SGMS2, KCNMB2, IL10RA, CSF3, CXCR6"
HALLMARK_INTERFERON_ALPHA_RESPONSE,6.633080537019615e-9,3.798946125747598e-8,0.7614608014455848,0.7696301357925819,2.0995958590196735,92,"IFITM3, IFITM2, TXNIP, IL4R, GBP2, TRIM14, ISG20, IRF7, IFITM1, GMPR, IFI35, SP110, TAP1, PARP12, MOV10, SLC25A28, CASP1, CXCL11, NUB1, BST2, TRIM5, SAMD9L, BATF2, OASL, C1S, EPSTI1, PSMA3, IFIH1, PARP14, HELZ2, IFI27, RIPK2, CD47, CASP8, IRF9, CXCL10, UBE2L6, CSF1, RNF31, PSMB8, TRIM21, IRF1, TRIM25, PARP9, CCRL2, SAMD9, IFI44, IFI44L, CD74, SELL, PLSCR1, PSMB9, EIF2AK2, GBP4, PNPT1, B2M"
HALLMARK_INTERFERON_GAMMA_RESPONSE,8.283043620973292e-13,8.6971958020219555e-12,0.9214260034948982,0.7212609420015119,2.1614109126908376,194,"IFITM3, IFITM2, TXNIP, PSMB2, CFH, IL4R, SOCS3, C1R, SECTM1, PTGS2, ICAM1, CDKN1A, TRIM14, ISG20, IRF7, LCP2, MTHFD2, NAMPT, CFB, IFI35, TNFAIP3, SP110, ZNFX1, SAMHD1, TAP1, VAMP5, CASP4, PARP12, SLC25A28, MYD88, LATS2, STAT3, NOD1, FPR1, CASP1, PTPN1, CD40, CXCL11, BST2, APOL6, SLAMF7, PML, SAMD9L, BATF2, PELI1, OASL, C1S, SERPING1, MT2A, EPSTI1, PNP, IL6, PSMA3, ST8SIA4, IFIH1, PIM1, IL15RA, PARP14, JAK2, HELZ2, IFI27, NCOA3, XAF1, RBCK1, RIPK2, GBP6, IL18BP, NFKBIA, CASP8, SPPL2A, IRF9, CMKLR1, SELP, CXCL10, UBE2L6, NLRC5, RNF31, PSMB8, OAS2, ZBP1, IFNAR2, CASP7, IRF5, TRIM21, P2RY14, IRF1, TRIM25, SOCS1"
