ID,gene_name,logFC,PValue,t,B
229325_at,ZZZ3,0.04752693,0.4746974,0.7267762,-4.917
212893_at,ZZZ3,0.0032153,0.9662148,0.0428199,-5.086
207190_at,ZZEF1,0.10527516,0.224367,1.2486213,-4.6
207189_s_at,ZZEF1,-0.01719011,0.8054831,-0.2491155,-5.067
212601_at,ZZEF1,0.00040746,0.9954693,0.0057405,-5.087
200808_s_at,ZYX,0.05376798,0.4884551,0.7040757,-4.927
215706_x_at,ZYX,0.02191461,0.7970848,0.2601219,-5.065
225338_at,ZYG11B,0.0706108,0.3370442,0.9804987,-4.782
225350_s_at,ZYG11B,-0.02254181,0.728005,-0.3520523,-5.047
227918_s_at,ZYG11B,0.06577107,0.7345452,0.343228,-5.049
231517_at,ZYG11A,0.04607647,0.611243,0.5153278,-5.001
225964_at,ZXDC,-0.19421957,0.0129333,-2.6947575,-3.133
230106_at,ZXDC,0.11979663,0.418707,0.823457,-4.87
235448_at,ZXDC,-0.02304882,0.728821,-0.3509498,-5.047
234991_at,ZXDC,0.02873708,0.7589079,0.3105929,-5.056
218639_s_at,ZXDC,-0.01420644,0.8284676,-0.2191489,-5.071
230209_at,ZXDC,-0.0206867,0.8590057,-0.179644,-5.076
216014_s_at,ZXDB///ZXDA,-0.07384851,0.2556541,-1.1657783,-4.66
215263_at,ZXDB///ZXDA,-0.03045947,0.7580984,-0.3116716,-5.055
228005_at,ZXDB,0.1276233,0.0396445,2.1812705,-3.725
216013_at,ZXDB,-0.16274012,0.0428432,-2.1439172,-3.765
243521_at,ZXDA,0.0905976,0.2908764,1.0810644,-4.718
204026_s_at,ZWINT,-0.17567298,0.0608185,-1.9714787,-3.949
222606_at,ZWILCH,0.04907376,0.6186813,0.504542,-5.004
218349_s_at,ZWILCH,-0.00595064,0.9730448,-0.0341594,-5.087
204812_at,ZW10,-0.05169568,0.4600434,-0.7513836,-4.906
228330_at,ZUFSP,-0.01041368,0.9158201,-0.1068686,-5.083
210593_at,ZSWIM8///SAT1,-0.07169498,0.253802,-1.1704644,-4.657
214867_at,ZSWIM8-AS1///NDST2,-0.0938007,0.3938802,-0.8689011,-4.846
216345_at,ZSWIM8,-0.10907363,0.1884569,-1.3553942,-4.518
212359_s_at,ZSWIM8,-0.04569152,0.5674486,-0.5801604,-4.978
229119_s_at,ZSWIM7,-0.16061939,0.4430217,-0.7805622,-4.892
228719_at,ZSWIM7,0.12747637,0.5373073,0.6262677,-4.96
226208_at,ZSWIM6,-0.09318637,0.2314681,-1.2290891,-4.615
232336_at,ZSWIM5,-0.09232085,0.2236984,-1.2504843,-4.599
231915_at,ZSWIM4,-0.21631163,0.0045563,-3.1432115,-2.586
228223_at,ZSWIM3,-0.17830295,0.0808708,-1.8259596,-4.096
1554932_at,ZSWIM2,0.0214096,0.7458441,0.3280474,-5.052
223607_x_at,ZSWIM1,-0.08832749,0.1777659,-1.3902455,-4.49
217592_at,ZSWIM1,0.02832571,0.7739107,0.2906679,-5.059
239406_at,ZSCAN9,0.0730396,0.3297792,0.9956576,-4.772
205181_at,ZSCAN9,0.02193524,0.7680362,0.2984551,-5.058
1565583_at,ZSCAN5A,-0.0765295,0.2766219,-1.1143962,-4.696
219904_at,ZSCAN5A,-0.01260485,0.8969695,-0.1309299,-5.081
1552851_at,ZSCAN4,0.06450226,0.3074709,1.0437047,-4.742
1552852_a_at,ZSCAN4,-0.01693379,0.8092863,-0.2441417,-5.068
218937_at,ZSCAN32,-0.08031046,0.2353787,-1.2185257,-4.623
220292_at,ZSCAN32,0.08933864,0.3528459,0.9482825,-4.801
222016_s_at,ZSCAN31,-0.06065379,0.7108545,-0.3753306,-5.041
1562988_at,ZSCAN30,-0.12893743,0.1065114,-1.6799138,-4.236
228125_at,ZSCAN30,0.08773319,0.1626525,1.4424734,-4.447
1557105_a_at,ZSCAN30,0.05169472,0.5395157,0.6228439,-4.962
1557104_at,ZSCAN30,0.03680704,0.710909,0.3752563,-5.041
228130_at,ZSCAN30,0.01620477,0.8263352,0.22192,-5.071
226562_at,ZSCAN29,0.02345603,0.807736,0.2461684,-5.067
213218_at,ZSCAN26,-0.0445064,0.4340806,-0.7961626,-4.884
228138_at,ZSCAN25,-0.13773995,0.1238431,-1.5973364,-4.312
242621_at,ZSCAN25,0.08535467,0.3536335,0.9467025,-4.802
1564039_at,ZSCAN23,0.07868102,0.4229399,0.8158805,-4.874
1563670_at,ZSCAN23,0.02410185,0.7783978,0.2847323,-5.061
228769_at,ZSCAN22,0.03013612,0.7288943,0.3508507,-5.047
223424_s_at,ZSCAN21,-0.11534755,0.1705,-1.4148925,-4.47
1554790_at,ZSCAN20,-0.0707447,0.4275039,-0.8077641,-4.878
1552498_at,ZSCAN20,0.01914182,0.8145351,0.2372875,-5.069
1552499_a_at,ZSCAN20,-0.00402268,0.95857,-0.0525175,-5.086
231188_at,ZSCAN2,0.09686467,0.2424202,1.1998347,-4.636
220516_at,ZSCAN2,-0.00463074,0.9532642,-0.0592509,-5.086
232866_at,ZSCAN18,0.0948079,0.1709077,1.4134874,-4.471
217593_at,ZSCAN18,-0.07816253,0.3924722,-0.8715327,-4.844
218312_s_at,ZSCAN18,0.04507916,0.5011128,0.6835129,-4.937
244730_x_at,ZSCAN16-AS1,0.0978128,0.1139815,1.6430348,-4.271
1557062_at,ZSCAN16-AS1,-0.01529068,0.8037658,-0.2513636,-5.066
236777_at,ZSCAN16-AS1,0.01917181,0.8740872,0.1602453,-5.079
219676_at,ZSCAN16,-0.05902466,0.4575002,-0.7557014,-4.904
239157_at,ZSCAN12P1,0.07071212,0.4108544,0.8376412,-4.863
240181_at,ZSCAN12,-0.11682668,0.187802,-1.3574835,-4.516
217098_s_at,ZSCAN12,-0.06679433,0.3065908,-1.0456497,-4.741
206507_at,ZSCAN12,0.03079316,0.6729748,0.4275239,-5.028
1553875_s_at,ZSCAN10,-0.09647906,0.2457251,-1.1912023,-4.642
1553874_a_at,ZSCAN10,-0.06426196,0.3452782,-0.9635862,-4.792
1562651_at,ZSCAN1,-0.01406767,0.8570499,-0.1821646,-5.076
208174_x_at,ZRSR2,-0.05655435,0.4759038,-0.7247704,-4.918
213876_x_at,ZRSR2,-0.00654102,0.9339766,-0.0837544,-5.085
206512_at,ZRSR1///SRP19,-0.08218704,0.4554669,-0.7591639,-4.902
239538_at,ZRANB3,0.1107614,0.2255694,1.2452812,-4.603
244092_at,ZRANB3,-0.12170754,0.2482711,-1.1846113,-4.647
224124_at,ZRANB3,0.04747339,0.4843611,0.7107917,-4.924
231030_at,ZRANB2-AS1,0.15414923,0.0621947,1.9602355,-3.96
223716_s_at,ZRANB2,0.06869295,0.2446913,1.193893,-4.64
223016_x_at,ZRANB2,-0.03310776,0.7878679,-0.2722389,-5.063
225131_at,ZRANB1,-0.03440964,0.5134789,-0.6637053,-4.945
225138_at,ZRANB1,-0.02200151,0.6891539,-0.4050921,-5.034
225130_at,ZRANB1,0.03413172,0.7149844,0.3697062,-5.043
200054_at,ZPR1,0.06639755,0.4006613,0.8563114,-4.853
1561969_at,ZPLD1,0.15530686,0.0188784,2.5260248,-3.333
1569777_a_at,ZPLD1,0.00522704,0.9526606,0.0600171,-5.086
231442_at,ZPBP2,-0.13862111,0.0305774,-2.3043408,-3.588
207021_at,ZPBP,0.03210301,0.7498375,0.3227011,-5.053
231756_at,ZP4,-0.04273217,0.6043492,-0.5253794,-4.998
207933_at,ZP2,0.09719814,0.3679954,0.9182977,-4.818
237335_at,ZP1,-0.12937261,0.1061085,-1.6819638,-4.235
215461_at,ZNRF4,-0.06595667,0.5389419,-0.6237327,-4.961
226360_at,ZNRF3,-0.06339122,0.7652226,-0.3021914,-5.057
1556404_a_at,ZNRF2P1,0.01330542,0.8628123,0.1747414,-5.077
229188_s_at,ZNRF2,-0.14957361,0.0584186,-1.9916339,-3.928
226261_at,ZNRF2,0.05098909,0.5200977,0.6532126,-4.949
225960_at,ZNRF1,-0.14360462,0.0822523,-1.8171399,-4.105
223383_at,ZNRF1,0.0395593,0.6992859,0.3911517,-5.037
231092_s_at,ZNRF1,-0.02649376,0.7599782,-0.3091674,-5.056
225962_at,ZNRF1,0.0183925,0.8764349,0.1572315,-5.079
225959_s_at,ZNRF1,0.01101012,0.8931676,0.1357918,-5.081
223382_s_at,ZNRF1,0.00767438,0.9379257,0.0787336,-5.085
242557_at,ZNRD1ASP,0.07560427,0.3362081,0.9822317,-4.781
234866_s_at,ZNRD1ASP,0.0512699,0.3797764,0.8955426,-4.831
234445_at,ZNRD1ASP,0.05119786,0.5911902,0.5447202,-4.991
227673_at,ZNRD1,-0.08961362,0.379843,-0.8954152,-4.831
234530_s_at,ZNRD1,-0.05662349,0.4399569,-0.7858878,-4.889
228009_x_at,ZNRD1,0.04615249,0.4961013,0.6916184,-4.933
223639_s_at,ZNRD1,-0.02594341,0.7566927,-0.3135456,-5.055
234115_s_at,ZNRD1,0.00402245,0.9505001,0.0627598,-5.086
234114_at,ZNRD1,0.00182486,0.9786529,0.0270505,-5.087
233005_at,ZNHIT6,-0.09873862,0.3139206,-1.0295696,-4.751
218932_at,ZNHIT6,0.00225433,0.9699553,0.0380765,-5.087
212544_at,ZNHIT3,0.09332421,0.2740634,1.1205098,-4.692
219050_s_at,ZNHIT2,-0.14300986,0.165572,-1.4320905,-4.456
222814_s_at,ZNHIT2,-0.12883947,0.2219675,-1.2553274,-4.595
227734_s_at,ZNHIT2,-0.03069089,0.6300845,-0.4881237,-5.01
201541_s_at,ZNHIT1,-0.00344463,0.9631384,-0.0467218,-5.086
225076_s_at,ZNFX1,-0.05904359,0.4069994,-0.8446671,-4.859
1553883_at,ZNF99,-0.08923688,0.1819234,-1.3765006,-4.501
1553885_x_at,ZNF99,0.00785754,0.9010172,0.1257571,-5.082
208119_s_at,ZNF93,0.13090274,0.1205639,1.6121836,-4.299
1569241_a_at,ZNF93,-0.06579618,0.4549112,-0.7601118,-4.901
215758_x_at,ZNF93,-0.01501722,0.8630554,-0.1744284,-5.077
1569240_at,ZNF93,0.00351018,0.9628675,0.0470654,-5.086
235170_at,ZNF92,0.08711296,0.3074155,1.0438271,-4.742
1564962_at,ZNF92,-0.02817887,0.6529603,-0.4555866,-5.02
1564963_x_at,ZNF92,-0.02158753,0.7784042,-0.2847238,-5.061
1569277_at,ZNF91,-0.08401823,0.2357391,-1.2175591,-4.623
244259_s_at,ZNF91,0.05944532,0.4710012,0.7329401,-4.914
206059_at,ZNF91,-0.0702886,0.5289411,-0.6393071,-4.955
236128_at,ZNF91,-0.04162182,0.6793248,-0.4186939,-5.03
1562055_at,ZNF91,0.02412937,0.7836348,0.2778178,-5.062
233672_s_at,ZNF91,0.01376237,0.8430271,0.2002739,-5.074
233671_at,ZNF91,-0.00218418,0.9723509,-0.0350391,-5.087
1562133_x_at,ZNF90,0.04544387,0.5243349,0.6465339,-4.952
1569283_at,ZNF891,-0.18402318,0.0120462,-2.7260312,-3.096
232863_at,ZNF890P///ZNF815P,-0.10827222,0.2215455,-1.2565127,-4.594
230876_at,ZNF883,0.21660858,0.1568723,1.463481,-4.429
235913_at,ZNF880,-0.19491206,0.0581091,-1.9942858,-3.925
232315_at,ZNF880,0.03731212,0.8805292,0.1519789,-5.079
230421_at,ZNF879,0.03197713,0.6855494,0.410071,-5.032
1569468_at,ZNF876P,0.04864754,0.3936477,0.8693353,-4.846
238665_at,ZNF865,-0.05759004,0.5448519,-0.6146016,-4.965
241964_at,ZNF865,-0.03938781,0.5795733,-0.5619705,-4.985
226808_at,ZNF862,-0.059112,0.497799,-0.6888673,-4.934
213444_at,ZNF862,-0.03192782,0.5718355,-0.5735565,-4.981
234397_at,ZNF861P /// ZNF861P,-0.03924631,0.6439883,-0.4682864,-5.016
232884_s_at,ZNF853,0.09250867,0.2042331,1.3066997,-4.556
228270_at,ZNF853,0.00974464,0.8835568,0.1480975,-5.08
1564662_at,ZNF852,-0.0201773,0.7451681,-0.3289534,-5.052
244640_at,ZNF850,0.13464265,0.1288913,1.5751061,-4.332
1554445_at,ZNF85,0.05247616,0.5054493,0.676536,-4.94
206572_x_at,ZNF85,0.01392493,0.8406508,0.2033492,-5.074
1558537_x_at,ZNF844,-0.08794084,0.3196872,-1.0171031,-4.759
228346_at,ZNF844,0.02976723,0.7622996,0.3060775,-5.057
1564362_x_at,ZNF843,-0.10350418,0.2579429,-1.1600222,-4.664
1555078_at,ZNF843,-0.05036355,0.5212375,-0.6514131,-4.95
204453_at,ZNF84,-0.13626311,0.1092712,-1.6660424,-4.249
228630_at,ZNF84,0.02990297,0.6393128,0.4749356,-5.014
219086_at,ZNF839,-0.01666808,0.8251781,-0.2234245,-5.071
221709_s_at,ZNF839,0.01766719,0.8422734,0.2012491,-5.074
241277_x_at,ZNF837,-0.13133582,0.0519299,-2.0500527,-3.866
1556822_s_at,ZNF837,-0.0392228,0.6615717,-0.4434682,-5.023
1569077_x_at,ZNF836,0.08394873,0.305023,1.0491243,-4.739
1569076_a_at,ZNF836,-0.04650363,0.6239732,-0.4969056,-5.007
215826_x_at,ZNF835,0.06847235,0.3188188,1.0189704,-4.758
1558827_a_at,ZNF831,-0.0985372,0.2635392,-1.1461049,-4.674
1558826_at,ZNF831,0.01898423,0.7848396,0.2762291,-5.062
226323_at,ZNF830,0.07745056,0.2015795,1.31468,-4.55
226315_at,ZNF830,-0.05474112,0.5678871,-0.5794991,-4.978
236429_at,ZNF83,-0.16846722,0.0387233,-2.1925335,-3.712
221645_s_at,ZNF83,0.08300808,0.4189214,0.8230722,-4.87
238952_x_at,ZNF829,0.15946377,0.0434372,2.1372594,-3.773
237306_at,ZNF829,0.10319814,0.1605889,1.4499033,-4.441
243617_at,ZNF827,0.13006265,0.2330707,1.2247439,-4.618
231902_at,ZNF827,-0.05810234,0.5168475,-0.6583558,-4.947
243618_s_at,ZNF827,0.04953865,0.5675599,0.5799925,-4.978
226764_at,ZNF827,-0.04393699,0.6573441,-0.449409,-5.021
228046_at,ZNF827,0.02566968,0.6774385,0.4213133,-5.029
1569191_at,ZNF826P,-0.10696345,0.0949951,-1.7413037,-4.178
1560853_x_at,ZNF826P,0.08578712,0.5068321,0.6743182,-4.94
229732_at,ZNF823,-0.12601694,0.1960057,-1.3317123,-4.537
205494_at,ZNF821,0.08361696,0.2113371,1.2857237,-4.572
242704_at,ZNF821,-0.0043971,0.9625157,-0.0475116,-5.086
41397_at,ZNF821,-0.00082946,0.9880806,-0.0151026,-5.087
238148_s_at,ZNF818P,0.10622122,0.3656132,0.9229574,-4.816
238149_at,ZNF818P,0.06662321,0.4337149,0.7968047,-4.883
217541_x_at,ZNF816-ZNF321P///ZNF816,0.04450119,0.6292647,0.4892994,-5.009
1558887_at,ZNF816-ZNF321P///ZNF321P,-0.05174878,0.5022451,-0.6816879,-4.937
1558888_x_at,ZNF816-ZNF321P///ZNF321P,0.00761746,0.9137956,0.1094495,-5.083
1557248_at,ZNF814,-0.19274036,0.0693111,-1.905373,-4.016
222135_at,ZNF814,-0.12875888,0.1570114,-1.4629682,-4.43
60794_f_at,ZNF814,0.11679872,0.3082606,1.0419628,-4.743
1556204_a_at,ZNF814,-0.05642751,0.4974237,-0.6894752,-4.934
241912_at,ZNF814,0.00312236,0.9704449,0.0374558,-5.087
217665_at,ZNF813,0.0410362,0.631669,0.4858531,-5.01
242083_at,ZNF81,-0.2282873,0.0116353,-2.7412599,-3.078
240079_at,ZNF81,-0.06139814,0.3693039,-0.9157469,-4.82
234111_at,ZNF81,-0.08655033,0.3971636,-0.8627881,-4.849
215901_at,ZNF81,-0.04501253,0.458919,-0.7532908,-4.905
1561038_at,ZNF81,-0.03097089,0.6643573,-0.4395627,-5.024
1561039_a_at,ZNF81,-0.01961123,0.7809877,-0.2813112,-5.061
1554476_x_at,ZNF808,-0.05347814,0.5169875,-0.658134,-4.947
236328_at,ZNF806///ZNF285,0.09419932,0.3477706,0.9585211,-4.795
235398_at,ZNF805,0.19114402,0.0707125,1.8951554,-4.027
238436_s_at,ZNF805,0.01281348,0.8718936,0.1630628,-5.078
238437_at,ZNF805,-0.00840811,0.9178191,-0.1043211,-5.083
1564022_at,ZNF804B,-0.01475981,0.8160772,-0.235276,-5.069
215767_at,ZNF804A,0.05246409,0.364505,0.9251319,-4.814
227101_at,ZNF800,0.22850913,0.0901388,1.7691111,-4.152
227104_x_at,ZNF800,0.0732018,0.3144882,1.0283355,-4.752
227097_at,ZNF800,-0.05099561,0.4832379,-0.71264,-4.924
236531_at,ZNF800,0.00599209,0.9417993,0.0738107,-5.085
207272_at,ZNF80,0.0587565,0.331447,0.9921574,-4.775
227509_x_at,ZNF8,-0.1599285,0.023224,-2.4317817,-3.443
242044_at,ZNF8,-0.16672933,0.0762689,-1.8563103,-4.066
242043_s_at,ZNF8,-0.0818603,0.3498351,-0.9543441,-4.797
227508_at,ZNF8,-0.07619189,0.367849,-0.9185835,-4.818
214901_at,ZNF8,0.05388003,0.459815,0.7517707,-4.905
229205_at,ZNF793-AS1,0.16631512,0.0780922,1.8441002,-4.078
244180_at,ZNF793,-0.07210227,0.3755054,-0.9037375,-4.827
235052_at,ZNF792,-0.11277243,0.1335119,-1.5553826,-4.35
1553704_x_at,ZNF791,0.07097103,0.282951,1.0994471,-4.706
227122_at,ZNF791,0.07142325,0.3209263,1.0144449,-4.761
1553703_at,ZNF791,0.03744015,0.5298194,0.637933,-4.956
1558809_s_at,ZNF790-AS1,-0.18900342,0.076413,-1.8553363,-4.067
235779_at,ZNF790-AS1,0.00560575,0.9616452,0.0486158,-5.086
216486_x_at,ZNF79,0.04638396,0.4860573,0.7080053,-4.926
216482_x_at,ZNF79,-0.05863303,0.4884979,-0.7040057,-4.927
214138_at,ZNF79,-0.05625245,0.4991844,-0.6866265,-4.935
242307_at,ZNF789,-0.04152679,0.5128418,-0.6647192,-4.945
1569194_at,ZNF789,0.0485744,0.5688734,0.5780127,-4.979
1558762_a_at,ZNF789,0.04719748,0.6428468,0.4699078,-5.015
235231_at,ZNF789,-0.00311727,0.9771224,-0.0289904,-5.087
244552_at,ZNF788,0.062489,0.5479973,0.6097634,-4.967
1557888_at,ZNF787,0.03000218,0.7589133,0.3105857,-5.056
213402_at,ZNF787,0.00516736,0.9568904,0.0546487,-5.086
239083_at,ZNF786,-0.00205702,0.9809193,-0.0241779,-5.087
242272_at,ZNF785,-0.0779317,0.310636,-1.0367424,-4.747
1554769_at,ZNF785,0.0812507,0.4839516,0.7114653,-4.924
1554770_x_at,ZNF785,0.03417172,0.6990874,0.3914241,-5.037
228364_at,ZNF784,0.09723617,0.2930198,1.0761548,-4.721
1569473_s_at,ZNF783///LOC155060,0.04212052,0.5467288,0.6117128,-4.966
1556224_a_at,ZNF783///LOC155060,-0.03823692,0.5719701,-0.5733542,-4.981
221876_at,ZNF783,0.09565181,0.131316,1.5646847,-4.342
78495_at,ZNF783,0.00591393,0.9157096,0.1070095,-5.083
235290_at,ZNF782,-0.20530135,0.0285559,-2.3362936,-3.552
1569443_s_at,ZNF782,-0.01118453,0.8559118,-0.183632,-5.076
238109_at,ZNF782,0.00842156,0.9354224,0.081916,-5.085
1552785_at,ZNF781,-0.15032108,0.0346222,-2.2458239,-3.653
1559789_a_at,ZNF781,-0.11731521,0.1257852,-1.5886966,-4.32
243294_at,ZNF780B,-0.24978282,0.01265,-2.7045196,-3.122
242969_at,ZNF780B,-0.09608857,0.1936742,-1.3389492,-4.531
244818_at,ZNF780B,-0.10077931,0.2434909,-1.1970283,-4.638
214899_at,ZNF780B,-0.06763604,0.2454923,-1.1918075,-4.642
215570_s_at,ZNF780A///ZNF780B,-0.14686119,0.0866474,-1.7899086,-4.131
239441_at,ZNF780A,-0.05711259,0.5665855,-0.5814627,-4.978
238907_at,ZNF780A,-0.04818461,0.6667484,-0.4362157,-5.025
1556581_at,ZNF778,0.03209507,0.7063842,0.3814324,-5.04
226983_at,ZNF777,-0.17357854,0.0442448,-2.1283372,-3.782
237855_at,ZNF777,-0.05248324,0.4155852,-0.8290757,-4.867
1553172_at,ZNF777,-0.0348101,0.6173713,-0.5064372,-5.004
228687_at,ZNF777,0.00479344,0.9480361,0.0658885,-5.086
228652_at,ZNF776,0.10103399,0.2046552,1.3054378,-4.557
239838_at,ZNF776,0.05527124,0.5498083,0.6069843,-4.968
230517_at,ZNF775,-0.02769924,0.6731896,-0.4272246,-5.028
229931_at,ZNF775,0.02014486,0.7875374,0.2726742,-5.063
228226_s_at,ZNF775,0.00668531,0.9168615,0.1055414,-5.083
228294_s_at,ZNF775,-0.00187942,0.9823054,-0.0224212,-5.087
221968_s_at,ZNF771,-0.09564813,0.2068682,-1.2988543,-4.562
219780_at,ZNF771,-0.050991,0.3803174,-0.8945089,-4.832
219781_s_at,ZNF771,-0.06597088,0.4118973,-0.8357476,-4.864
219782_s_at,ZNF771,-0.05034263,0.5480169,-0.6097334,-4.967
232561_at,ZNF771,0.03800466,0.5903599,0.5459476,-4.991
225517_at,ZNF770,0.12312753,0.1527297,1.4789251,-4.416
220608_s_at,ZNF770,0.10108343,0.2515423,1.1762163,-4.653
238687_x_at,ZNF770,0.05782898,0.5662548,0.581962,-4.977
1558673_s_at,ZNF77,-0.04148813,0.5362186,-0.6279582,-4.96
229000_at,ZNF77,0.04373045,0.7279556,0.352119,-5.047
218916_at,ZNF768///ZNF747,-0.08295695,0.2378315,-1.2119678,-4.627
219627_at,ZNF767P,0.00761809,0.9143733,0.1087129,-5.083
227284_at,ZNF766,-0.18973239,0.0491097,-2.0774959,-3.837
223897_at,ZNF765,-0.11042016,0.1919581,-1.3443195,-4.527
1558942_at,ZNF765,-0.06433402,0.6108432,-0.5159092,-5.001
1558943_x_at,ZNF765,-0.04035499,0.6618735,-0.4430448,-5.023
57516_at,ZNF764,0.0972342,0.1513189,1.4842624,-4.412
222120_at,ZNF764,0.11299193,0.1846844,1.3675094,-4.508
1558754_at,ZNF763,0.03718204,0.5852202,0.553564,-4.988
1558755_x_at,ZNF763,-0.0283396,0.7578027,-0.3120658,-5.055
207494_s_at,ZNF76,-0.05182218,0.3611886,-0.9316659,-4.811
214813_at,ZNF75D,0.07474719,0.3928445,0.8708362,-4.845
213659_at,ZNF75D,0.05121271,0.5104466,0.6685375,-4.943
1553225_s_at,ZNF75D,-0.01958983,0.8490866,-0.1924405,-5.075
242633_x_at,ZNF75A,-0.11307546,0.1527307,-1.4789214,-4.416
239204_at,ZNF75A,-0.1060265,0.1777594,-1.390267,-4.49
227670_at,ZNF75A,-0.10018864,0.3198271,-1.0168025,-4.759
219995_s_at,ZNF750,-0.02082902,0.7341496,-0.3437609,-5.049
215289_at,ZNF749,0.0224769,0.7730524,0.2918046,-5.059
206180_x_at,ZNF747,-0.06462461,0.4674912,-0.7388201,-4.912
228856_at,ZNF747,0.02280203,0.7768777,0.286742,-5.06
238606_at,ZNF747,0.00095943,0.989601,0.0131761,-5.087
1570373_at,ZNF746,-0.06302964,0.3825851,-0.8901863,-4.834
225848_at,ZNF746,0.02963925,0.7150292,0.3696454,-5.043
1558277_at,ZNF740,0.14226716,0.0471805,2.0970922,-3.816
227331_at,ZNF740,-0.0136439,0.817973,-0.2328044,-5.069
236810_at,ZNF740,0.01174443,0.8872166,0.1434089,-5.08
235997_at,ZNF74,-0.05326863,0.4593945,-0.752484,-4.905
205881_at,ZNF74,0.04000855,0.6773559,0.4214281,-5.029
241826_x_at,ZNF738,0.08643414,0.3438118,0.9665779,-4.79
229700_at,ZNF738,0.02817158,0.7882514,0.271734,-5.063
244551_at,ZNF736,0.14990147,0.1003998,1.7117483,-4.206
235027_at,ZNF736,0.10347779,0.2831106,1.0990734,-4.706
1569637_at,ZNF736,0.06782249,0.3466285,0.9608391,-4.794
1554996_at,ZNF733P///LOC285902///ZNF479///ZNF273,0.00053327,0.9931789,0.0086425,-5.087
1559275_x_at,ZNF732,-0.09344662,0.1348842,-1.5496336,-4.355
1559274_at,ZNF732,0.01195923,0.8372069,0.2078099,-5.073
222136_x_at,ZNF729///ZNF43,0.18457372,0.0727867,1.880353,-4.042
215978_x_at,ZNF721,-0.21732848,0.0643516,-1.9430483,-3.978
228029_at,ZNF721,-0.01651397,0.8142202,-0.2376983,-5.069
242091_at,ZNF720,-0.10549844,0.3139622,-1.0294792,-4.751
238510_at,ZNF720,0.02600735,0.7327914,0.3455914,-5.048
208542_x_at,ZNF718///ZNF595///ZNF208,-0.02358712,0.7458337,-0.3280615,-5.052
1559746_a_at,ZNF718///ZNF595,0.04987696,0.5899992,0.546481,-4.99
