pathway,pval,padj,log2err,ES,NES,size,LEGenes
HALLMARK_ADIPOGENESIS,0.16460691226737562,0.21953644998299568,0.0066227574087499436,-0.3670425350061495,-1.1341682150517296,191,"C3, CIDEA, GPX4, DLAT, COQ5, NKIRAS1, PDCD4, DLD, COX8A, AIFM1, MRPL15, UQCRC1, PHYH, UQCRQ, G3BP2, ECHS1, ATL2, MDH2, LPL, CHCHD10, ALDOA, EPHX2, CYC1, GHITM, SCP2, NDUFAB1, ALDH2, PGM1, SOD1, PFKL, POR, UQCR10, COX7B, HIBCH, ACADM, DHRS7B, UBQLN1, NDUFS3, MAP4K3, GPX3, RNF11, REEP5, ABCB8, IMMT, PFKFB3, YWHAG, SPARCL1, MTCH2, RTN3, LTC4S, HADH, DRAM2, DNAJB9"
HALLMARK_ALLOGRAFT_REJECTION,0.09638493108418254,0.14121513158845347,0.009333347095914555,0.37614350647845496,1.1814260214937458,193,"IL12A, ICAM1, FGR, LIF, EGFR, KRT1, TLR6, CXCL13, IL2RA, INHBA, CFP, EREG, LCP2, IL18RAP, IL16, CD4, CCL11, IL9, CSF1, CCR5, TRAT1, IL13, CARTPT, ICOSLG, IL4, CCND3, CD79A, CCL13, IL4R, CD2, TGFB2, MAP4K1, CD8B, ELF4, STAT1, HLA-DOB, CD80, IL2RG, IL12RB1, BRCA1, CDKN2A, CD74, SRGN, NCR1, ACHE, CCND2, SOCS1, NCK1, IL11, GBP2, RIPK2, BCAT1"
HALLMARK_ANDROGEN_RESPONSE,3.013975764331868e-4,0.0010451280951870512,0.1694223120380443,0.5890524203686345,1.6946854296987073,95,"CDK6, ELL2, ELOVL5, CCND1, MYL12A, ALDH1A3, CDC14B, FKBP5, B4GALT1, SGK1, HPGD, KLK2, CAMKK2, NKX3-1, CENPN, STEAP4, CCND3, IQGAP2, PTPN21, ARID5B, TNFAIP8, NDRG1, ADAMTS1, KLK3, BMPR1B, UBE2J1, ABHD2, ANKH, PMEPA1, APPBP2, PDLIM5, SPDEF, TMPRSS2, HSD17B14, SEC24D, MAF, IDI1, ZBTB10, SRF"
HALLMARK_ANGIOGENESIS,0.004415916604329046,0.010303805410101107,0.04350058504214417,0.676933017462503,1.6499175677596187,35,"POSTN, FSTL1, VCAN, FGFR1, NRP1, KCNJ8, SLCO2A1, COL5A2, CXCL6, PDGFA, THBD, COL3A1, CCND2, STC1, TNFRSF21, PTK2, VEGFA, VAV2"
HALLMARK_APICAL_JUNCTION,2.0711919161253814e-7,1.6133451964117276e-6,0.6901324587967956,0.5846403935754549,1.8342963786100246,191,"ICAM1, CDH4, CTNNA1, EGFR, PECAM1, VCAN, PBX2, MPZL2, ITGA9, ITGA10, DSC3, B4GALT1, VCL, ZYX, ADAMTS5, NECTIN1, SRC, VWF, CLDN18, MYH9, LIMA1, LAMA3, ICAM2, ALOX15B, CDH3, BMP1, ACTG2, SKAP2, TRAF1, PCDH1, MSN, SORBS3, CADM3, MYL9, CDH6, YWHAH, STX4, CDSN, NF2, CNN2, CD209, LAYN, NFASC, RSU1, CLDN9, SYMPK, CLDN11, WNK4, CNTN1, AKT3, NLGN2, IRS1, CLDN5, FBN1, SDC3, TGFBI, PARVA, PTK2, ITGB4, NECTIN2, COL9A1, WASL, CLDN15, ACTC1"
HALLMARK_APICAL_SURFACE,3.1519736204053923e-4,0.0010451280951870512,0.16386530633212065,0.7066501034488688,1.789571862248682,43,"NTNG1, SLC22A12, DCBLD2, B4GALT1, ATP8B1, PLAUR, ADIPOR2, HSPB1, MDGA1, EPHB4, GSTM3, GHRL, IL2RG, BRCA1, PKHD1, CD160, EFNA5, SULF2, LYPD3, SLC2A4"
HALLMARK_APOPTOSIS,0.04881721332103012,0.07885857536474096,0.013216356530518029,0.4103196373933613,1.2623593914029272,160,"RARA, NEDD9, TNFRSF12A, CCND1, BMP2, GADD45B, CFLAR, WEE1, NEFH, FEZ1, CAV1, RELA, LMNA, EREG, IGF2R, JUN, HSPB1, CDK2, CDKN1A, ISG20, PSEN1, SMAD7, CD44, EMP1, SQSTM1, CD2, TGFB2, ERBB3, PLAT, BRCA1, BTG2, BGN, BCL2L11, DCN, SPTAN1, ROCK1, PPP2R5B, CCND2, AVPR1A, GSN, ATF3, CREBBP, MCL1, TIMP2, TXNIP, BTG3, IRF1, BCL10, ERBB2, ANKH, BMF, LEF1, RHOB, IL1A, PTK2, TNF"
HALLMARK_BILE_ACID_METABOLISM,0.4903933443597428,0.5420136963976105,0.003664837351634943,0.3337403734242586,0.9785586252088379,109,"ABCA4, AKR1D1, BMP6, DIO2, SULT1B1, ABCA8, ABCD1, PEX6, SLC22A18, ACSL5, ABCA6, SLC23A2, APOA1, GC, CYP39A1, SLC27A5, SLC23A1, CYP7B1, ABCA1, HSD3B7, LIPE, SERPINA6, SLC27A2, NR1I2, NEDD4, AGXT, HSD17B4, AR"
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.29982780974817685,0.3563990946063234,0.004922393689188787,0.39193432508184,1.0797153859337327,71,"LSS, TNFRSF12A, PLAUR, LDLR, CD9, PCYT2, ADH4, NFIL3, GPX8, ATF5, GUSB, AVPR1A, ATF3, SREBF2, ANXA13, CBS"
HALLMARK_COAGULATION,0.010124795938391138,0.02126207147062139,0.029228594661507908,0.4681020283779177,1.4124736203547066,136,"KLF7, MAFF, PRSS23, PECAM1, PLG, HRG, C9, PROC, F2RL2, TFPI2, HNF4A, SERPINE1, ITGB3, CTSV, THBS1, FN1, F9, FGA, VWF, KLK8, CD9, PDGFB, SIRT2, CAPN2, C8A, BMP1, GP1BA, APOA1, C1R, F10, MEP1A, SERPINC1, CTSK, WDR1, PLAT, THBD, SERPINB2, MMP10, GSN, MASP2, DPP4, MMP11, MMP7, DUSP6, F12"
