pathway,pval,padj,log2err,ES,NES,size,LEGenes
HALLMARK_ADIPOGENESIS,0.004413749598051806,0.018537748311817585,0.03101441383790158,-0.7157516809867093,-1.4971044538855744,190,"ANGPTL4, APOE, RAB34, TST, LIPE, ANGPT1, COL4A1, TOB1, RETSAT, SSPN, ACAA2, SLC1A5, STOM, EPHX2, SLC27A1, UCP2, GPAM, CDKN2C, SLC25A1, SOWAHC, PLIN2, PHLDB1, ALDH2, ENPP2, GADD45A, HSPB8, MYLK, FAH, QDPR, ARAF, CAVIN2, CAT, ITGA7, SQOR, LIFR, NDUFB7, CYP4B1, PFKFB3, SPARCL1, JAGN1, ACADS, GBE1, ESRRA, IDH1, CPT2, TALDO1, NDUFS3, PEMT, DHCR7, SNCG, ADIPOR2, UCK1, CAVIN1, PGM1, UBC, VEGFB, UQCRC1, AK2, ABCA1, MIGA2"
HALLMARK_ALLOGRAFT_REJECTION,7.861781603844825e-5,6.1911530130278e-4,0.23557529971171318,-0.8033290356787616,-1.6711302493315738,147,"IL1B, CCL2, SRGN, PRF1, CAPG, IL4R, HLA-DQA1, IL2RB, CD7, TIMP1, CSF1, HLA-DRA, TLR2, BRCA1, INHBB, CD74, HLA-A, BCL3, TAP1, FAS, IRF7, LYN, TGFB2, ITGB2, HCLS1, ICAM1, PTPRC, CTSS, CD86, CDKN2A, HLA-E, SPI1, ZAP70, EGFR, DARS1, IRF8, CD247, ICOSLG, CD4, CSK, PTPN6"
HALLMARK_ANDROGEN_RESPONSE,0.05590460041600642,0.09886074659600422,0.008680271407476655,-0.6486967210368083,-1.3268404580698139,95,"ADAMTS1, BMPR1B, ELOVL5, SGK1, HSD17B14, SELENOP, SAT1, FADS1, SCD, NDRG1, SLC26A2, INSIG1, GNAI3, DBI, PDLIM5, FKBP5, LIFR, B4GALT1, ITGAV, MYL12A, MERTK, IDI1"
HALLMARK_ANGIOGENESIS,0.003150029724242895,0.015265528663638644,0.040328218088572586,-0.8947581186739781,-1.6738271814633698,31,"SPP1, STC1, OLR1, VEGFA, TIMP1"
HALLMARK_APICAL_JUNCTION,0.26002140853388456,0.32120291642421034,0.0035002547541220933,-0.5296193065744637,-1.1070548753585205,183,"ITGB4, TNFRSF11B, VCAM1, FLNC, JUP, CLDN5, CD99, NECTIN2, MSN, CLDN11, CNN2, MPZL2, ICAM1, INSIG1, PTPRC, LDLRAP1, CDH1, COL17A1, CD86, VASP, EGFR, ACTG2, RAC2, COL16A1, TJP1, JAM3, B4GALT1, SORBS3, CTNNA1, CLDN9, GAMT, ACTN3, GNAI2, ARHGEF6, MYL9, ITGA2, TRAF1"
HALLMARK_APICAL_SURFACE,0.03277970890350182,0.07121109175588326,0.012086748677946626,-0.7459772193313119,-1.4352554556058703,41,"HSPB1, SRPX, IL2RB, MAL, PLAUR, BRCA1, LYN, SLC2A4, SLC34A3, B4GALT1, PCSK9"
HALLMARK_APOPTOSIS,6.408149512463851e-5,5.767334561217466e-4,0.26121127905011327,-0.8038492195449632,-1.6729537070864184,150,"IL1B, CDKN1A, GADD45B, CD14, EMP1, TNFRSF12A, CD44, CD38, PRF1, IER3, HSPB1, HMOX1, ERBB2, CDK2, TIMP1, GSN, RHOB, BRCA1, IFITM3, SAT1, ATF3, RETSAT, BTG2, TAP1, FAS, LMNA, GSTM1, LGALS3, AVPR1A, TSPO, BMF, TGFB2, GADD45A, AIFM3, ERBB3, RELA, CLU, WEE1, CASP7, MCL1"
HALLMARK_BILE_ACID_METABOLISM,0.015544913086900322,0.042013987796284916,0.016762333795973368,-0.7243449364151047,-1.4839059304952804,98,"CH25H, BBOX1, CYP27A1, LIPE, PIPOX, HSD17B6, FADS2, ALDH1A1, FADS1, RETSAT, EPHX2, RBP1, PAOX, ABCA8, HSD3B7, CYP7B1, TFCP2L1, CAT, ALDH8A1, IDH1, NPC1, PEX6, ABCD1, DIO2, SLC35B2, SULT2B1, IDI1, SLC27A5, BCAR3, FDXR, ABCA1, ABCA2, ALDH9A1"
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.014543776371308017,0.04164808688147296,0.017617100624050006,-0.7465324305996481,-1.5025649313042466,72,"TNFRSF12A, PLAUR, SEMA3B, FADS2, CXCL16, ATF3, ANXA5, NFIL3, ALDOC, LDLR, LGALS3, S100A11, CD9, AVPR1A, SCD, PCYT2, PMVK, PLSCR1, CLU, ETHE1, HSD17B7, ACSS2, ERRFI1, DHCR7, CBS, IDI1, EBP, ABCA2, NSDHL, PNRC1, ECH1, GUSB, MVD, FDFT1"
HALLMARK_COAGULATION,0.034320450001378164,0.07207294500289414,0.011154550124971822,-0.6693100312207212,-1.3741814417100753,103,"SERPINA1, F3, MAFF, OLR1, CTSH, PLAU, CSRP1, TIMP1, P2RY1, HTRA1, GSN, SERPINB2, ACOX2, APOC1, SERPINE1, LAMP2, CD9, C1QA, PLEK, SPARC, TF, MMP14, GNG12, S100A13, GP1BA, CLU, CPQ, HPN, SIRT2, MMP15, RAPGEF3, S100A1, ANXA1, ITGA2, KLKB1"
